Geo Point;Geo Shape;insee;emp2006;emp2007;emp2008;emp2009;emp2010;emp2011;emp2012;emp2013;emp2014;emp2015;objectid_1;objectid;emp1999;emp1990;emp1982;emp1975;emp2016;emp2017
48.6411878322, 2.33042445565;"{""coordinates"": [[2.330424455650269, 48.641187832222904]], ""type"": ""MultiPoint""}";91549;9812.842077;10007.507713;10111.533571;9970.15406;10111.713315;10464.73;10397.27;10405.4856463;10466.232254;10552.9779675;936;936;8703;8175;5376;5140;10499.7045039;10331.2656861
48.5356798322, 2.18049318605;"{""coordinates"": [[2.180493186053283, 48.53567983219359]], ""type"": ""MultiPoint""}";91578;50.78166;49.70803;45.828419;43.292283;42.057455;41.02;42.59;44.52205311;48.350646;47.54331378;945;945;78;86;76;80;46.11709438;47.64296989
48.5273293246, 2.1542890182;"{""coordinates"": [[2.154289018203424, 48.527329324575966]], ""type"": ""MultiPoint""}";91602;59.983378;62.036838;70.446416;66.098989;68.555971;78.94;81.2;73.68071851;74.651246;66.30344096;953;953;51;52;28;25;68.41665043;70.7009252
48.5675399442, 2.08093857607;"{""coordinates"": [[2.080938576072968, 48.56753994421584]], ""type"": ""MultiPoint""}";91630;127.577734;134.436589;142.711588;138.329362;129.614397;130.21;120.51;118.07666034;119.165595;143.24015268;958;958;92;89;76;85;153.20519629;163.08214975
48.6013633094, 2.10543710902;"{""coordinates"": [[2.105437109016045, 48.60136330937547]], ""type"": ""MultiPoint""}";91634;151.756846;156.206961;155.043382;151.360251;158.435318;168.08;171.84;198.8228846;199.219287;200.00480688;960;960;136;129;96;115;196.54293275;192.26305286
48.4317258284, 2.34628171086;"{""coordinates"": [[2.34628171086499, 48.431725828362936]], ""type"": ""MultiPoint""}";91639;105.808229;100.149543;100.292184;93.436286;110.943757;112.2;118.81;129.61498476;133.726488;125.44548522;962;962;107;137;172;135;135.97559498;147.72296578
48.4668127113, 2.25378745266;"{""coordinates"": [[2.253787452661192, 48.46681271127534]], ""type"": ""MultiPoint""}";91671;227.022972;223.008762;246.779774;245.334066;231.07649;192.61;153.85;107.7641569;82.319301;80.50362702;974;974;202;150;52;80;96.48522316;87.81511076
48.6591338333, 2.29930232572;"{""coordinates"": [[2.299302325718696, 48.65913383325032]], ""type"": ""MultiPoint""}";91685;603.624863;603.02999;604.21366;659.245079;685.874473;676.31;706.25;724.12951416;792.096273;789.63086656;976;976;546;468;332;360;816.33124109;827.694048
48.9154482814, 2.26814054586;"{""coordinates"": [[2.268140545855754, 48.91544828135556]], ""type"": ""MultiPoint""}";92009;6276.490912;6718.982605;7656.949505;8960.052493;10063.785037;11165.7;12365.67;12837.3887707;12743.186172;12586.5732407;984;984;4735;7333;7796;8840;12151.0285818;12102.3037416
48.8036349346, 2.28834247072;"{""coordinates"": [[2.28834247071935, 48.80363493464558]], ""type"": ""MultiPoint""}";92020;12320.739627;13060.57337;13685.794843;14052.664195;14029.980152;13848.75;13699.07;13560.6069894;13331.988205;13684.8056023;988;988;10637;12473;11384;11505;13760.8584524;14028.6459438
48.8074655812, 2.19209184266;"{""coordinates"": [[2.192091842664005, 48.807465581185355]], ""type"": ""MultiPoint""}";92022;3542.820436;3553.079959;3527.887789;3447.154702;3460.104646;3347.18;3376.69;3404.81393278;3514.171601;3569.18316554;989;989;3307;3230;3028;3325;3619.65617803;3635.38142761
48.8307757714, 2.1666163606;"{""coordinates"": [[2.166616360596798, 48.83077577136348]], ""type"": ""MultiPoint""}";92047;1013.828062;995.249248;1132.199869;1119.998654;1049.06206;961.22;1001.57;904.61612782;887.62129;887.24089566;1001;1001;1102;957;772;480;920.50627197;914.86994699
48.8215402634, 2.28738624931;"{""coordinates"": [[2.287386249311202, 48.82154026336805]], ""type"": ""MultiPoint""}";92075;7630.706573;7903.895377;7803.501936;7911.21191;7836.751014;7862.55;7630.08;7821.39620585;7754.524812;7890.88241829;1013;1013;7141;7986;7436;7895;7912.50796405;7895.01940106
48.9458358829, 2.49348369219;"{""coordinates"": [[2.493483692187398, 48.94583588285555]], ""type"": ""MultiPoint""}";93005;31892.131752;31963.824525;31351.025433;30881.955428;30380.913938;30061.91;28737.42;28301.7850169;27442.422513;26831.8398119;1018;1018;31908;34366;28792;25955;26264.905998;27087.2560078
48.9022351124, 2.48413441061;"{""coordinates"": [[2.484134410612781, 48.9022351123544]], ""type"": ""MultiPoint""}";93010;12955.571498;13400.468815;13556.559656;13439.795404;13207.052215;13131.74;12911.01;12674.8918334;12496.253248;12486.9127271;1022;1022;11195;10955;10520;9850;12394.9972629;12321.4723043
48.9362179454, 2.42760948415;"{""coordinates"": [[2.427609484149292, 48.93621794537626]], ""type"": ""MultiPoint""}";93013;8144.403634;7917.84397;7682.789992;7586.200632;7417.8412;7484.79;7417.91;8160.88976331;8146.361722;8429.83337275;1023;1023;7753;10003;11624;13110;8472.46387145;8706.76948559
48.8627645453, 2.53998218447;"{""coordinates"": [[2.539982184467811, 48.86276454532264]], ""type"": ""MultiPoint""}";93050;9551.588549;9553.032669;9586.550719;9400.704391;9539.833835;9640.5;9635.34;9802.5875535;9994.184885;9622.18901018;1038;1038;10635;11379;9200;7740;9395.65380588;9313.52254861
48.9610605887, 2.36321420909;"{""coordinates"": [[2.363214209087475, 48.961060588696135]], ""type"": ""MultiPoint""}";93059;4109.294694;4191.124435;4092.394137;4151.467834;4123.722017;4190.43;4313.71;5225.53030736;5424.108132;5638.65615869;1043;1043;4121;4477;4464;4385;5785.98644937;5743.47172383
48.9596633914, 2.5363800167;"{""coordinates"": [[2.536380016696898, 48.95966339140995]], ""type"": ""MultiPoint""}";93078;13437.675546;13838.713958;14064.889276;14527.612669;14824.191338;15010.38;14961.73;15206.1911476;15137.75347;15261.5946218;1055;1055;10729;8355;4260;2985;15319.375994;15637.7755414
48.7470325542, 2.52503047999;"{""coordinates"": [[2.525030479988569, 48.7470325541532]], ""type"": ""MultiPoint""}";94004;5303.901536;5419.835607;5280.545163;5425.195281;5571.090293;5447;5266.95;5429.68263806;5187.893579;5098.02584912;1060;1060;4849;4327;3496;1885;5057.94840938;5006.14044678
48.838671742, 2.52342262408;"{""coordinates"": [[2.523422624077053, 48.838671741977734]], ""type"": ""MultiPoint""}";94015;6436.532691;6528.943177;6752.577017;7165.17374;7323.684148;7411.09;7663.82;7510.62726876;7390.601211;7414.91836758;1062;1062;5780;5187;4288;3740;7314.53110991;7149.10449535
48.7642518572, 2.41718790118;"{""coordinates"": [[2.417187901178164, 48.76425185717488]], ""type"": ""MultiPoint""}";94022;9754.081932;9720.323217;9729.152555;9708.016976;9808.060447;9757.08;9975.01;10355.5237422;10759.396755;10913.8612064;1068;1068;9821;11567;10900;12120;10996.8109821;11026.2372798
48.7571251603, 2.32604955127;"{""coordinates"": [[2.326049551267173, 48.75712516026146]], ""type"": ""MultiPoint""}";94034;7151.100772;6945.362536;6812.56519;6743.830573;6982.358157;7164.26;7339.57;7520.5976731;7568.862498;8126.85152283;1071;1071;7067;7054;5996;4305;7948.64724083;7868.01503377
48.8057628134, 2.57637101672;"{""coordinates"": [[2.576371016720246, 48.80576281338287]], ""type"": ""MultiPoint""}";94059;3349.197805;3244.566842;3167.646662;3147.097399;3196.358255;3113.92;3029.8;2962.49434411;3069.563898;3063.9739198;1087;1087;3013;3532;2208;2375;3030.12641089;3007.85053543
48.7988141081, 2.49450588169;"{""coordinates"": [[2.494505881692161, 48.79881410807256]], ""type"": ""MultiPoint""}";94068;22163.132274;22162.803121;22303.100959;21965.692317;21815.370983;21781.48;21444.66;21159.4201673;21051.891106;20813.1412893;1091;1091;21559;25608;24148;25510;20433.4434541;20159.6875616
48.7322278035, 2.41098403534;"{""coordinates"": [[2.410984035343981, 48.7322278035402]], ""type"": ""MultiPoint""}";94077;5763.650331;5947.18345;6203.724873;6116.618834;6117.904651;6202.85;6288.53;6218.54183905;6131.902778;6077.79788826;1099;1099;4937;6269;5372;6635;6190.472119;6238.55767268
49.1101133593, 1.6495630307;"{""coordinates"": [[1.649563030699365, 49.11011335930084]], ""type"": ""MultiPoint""}";95012;7.016165;5.850597;6.748486;12.065409;11.535573;18.68;22.36;21.81016972;22.627048;22.80147959;1107;1107;29;9;0;65;15.99848395;13.81484491
49.1265249658, 1.88825447175;"{""coordinates"": [[1.888254471747336, 49.12652496583095]], ""type"": ""MultiPoint""}";95169;123.538592;113.717181;87.840538;81.722215;67.235078;65.99;59.46;55.70431929;56.107665;75.30727062;1152;1152;114;75;20;80;75.42580707;87.37313934
49.0410976348, 1.9987522573;"{""coordinates"": [[1.998752257297746, 49.04109763484988]], ""type"": ""MultiPoint""}";95183;616.544204;638.186669;601.509021;611.429169;600.884781;634.32;627.38;653.99378012;642.459738;629.49508173;1157;1157;495;182;132;70;582.4955296;594.24527197
48.9717069034, 2.32642817124;"{""coordinates"": [[2.326428171236341, 48.971706903411224]], ""type"": ""MultiPoint""}";95197;3426.002612;3411.771435;3416.938189;3307.239179;3253.904728;3261.05;3168.44;3210.55678978;3356.228817;3505.58674056;1158;1158;3125;3742;3208;2975;3585.38285646;3600.05943674
49.0385885086, 2.36227020444;"{""coordinates"": [[2.362270204435201, 49.03858850861813]], ""type"": ""MultiPoint""}";95229;1381.281568;1423.125799;1432.795368;1481.808533;1497.889915;1556.39;1674.88;1718.54277499;1668.882565;1628.99052722;1169;1169;1328;1440;1144;835;1626.29905813;1514.62910411
49.0499862486, 2.20507763807;"{""coordinates"": [[2.205077638073356, 49.0499862486415]], ""type"": ""MultiPoint""}";95256;341.963746;335.912305;326.362593;348.007613;313.514386;318.33;319.33;318.8721718;315.893298;359.37941436;1175;1175;226;248;200;250;414.94865773;433.04961254
49.1749753614, 2.03697200296;"{""coordinates"": [[2.036972002964, 49.17497536144243]], ""type"": ""MultiPoint""}";95298;66.757226;70.057342;81.207303;77.22426;81.508611;84.82;77;84.59646947;88.220947;88.88525965;1187;1187;77;63;36;55;83.64023232;84.65568485
49.0834722392, 1.66307365355;"{""coordinates"": [[1.663073653551703, 49.083472239194386]], ""type"": ""MultiPoint""}";95301;36.171751;36.156843;27.384742;31.977147;34.366756;33.38;29.9;42.96419581;32.172781;26.03887072;1188;1188;61;28;16;25;24.93861169;24.94565912
49.0618783508, 1.92688588306;"{""coordinates"": [[1.926885883062968, 49.06187835080818]], ""type"": ""MultiPoint""}";95348;66.69984;61.887894;65.85189;54.561918;55.610392;53.28;48.25;46.17883015;51.933526;50.83459964;1200;1200;75;67;52;35;50.0899138;49.09789532
49.1476184011, 1.98360394428;"{""coordinates"": [[1.983603944280206, 49.14761840109443]], ""type"": ""MultiPoint""}";95370;1707.110156;1688.751745;1656.377453;1624.582278;1643.046015;1553.58;1606.88;1574.63846404;1592.080933;1601.06223145;1207;1207;1452;1194;852;710;1627.67715373;1582.81900428
49.05496147, 2.17428472987;"{""coordinates"": [[2.174284729872511, 49.05496147001823]], ""type"": ""MultiPoint""}";95394;2068.483737;2122.266643;2143.689068;2189.734048;2241.948614;2233.46;2201.36;2161.38054874;2090.34599;2211.49981519;1213;1213;1806;1287;912;865;2224.70572049;2242.04600872
49.1702171473, 1.68546573427;"{""coordinates"": [[1.685465734273512, 49.170217147307724]], ""type"": ""MultiPoint""}";95429;99.692869;108.681663;103.120809;92.931655;93.545803;90.07;79.19;82.41981696;75.082617;79.45256442;1221;1221;151;107;68;65;76.05887768;67.16261574
49.1300089629, 2.26324858449;"{""coordinates"": [[2.263248584490076, 49.130008962910715]], ""type"": ""MultiPoint""}";95436;134.075803;119.328627;107.521068;97.132889;122.74887;133.1;133.94;164.41271522;159.715053;158.36706327;1223;1223;115;113;108;55;169.65407901;175.48294226
49.1350031426, 1.90878355251;"{""coordinates"": [[1.908783552512813, 49.13500314262396]], ""type"": ""MultiPoint""}";95438;19.228721;17.605249;20.261221;18.481224;19.830835;22.39;21.47;22.6247192;19.997233;20.53114299;1224;1224;386;17;24;10;15.16225412;26.36831465
49.0524392552, 1.96847767709;"{""coordinates"": [[1.968477677087481, 49.05243925522849]], ""type"": ""MultiPoint""}";95535;131.492749;134.724184;140.591688;152.846747;154.620055;154.57;147.4;156.87544286;174.208311;167.77483436;1249;1249;159;198;184;120;165.96109328;165.64366273
49.0200352614, 2.24703633176;"{""coordinates"": [[2.247036331760642, 49.02003526139461]], ""type"": ""MultiPoint""}";95563;3146.335051;3045.614387;2974.908275;2912.15226;2906.089677;2896.82;2868.41;2984.09863303;2957.863221;3031.47091788;1255;1255;2996;3005;2208;1905;2965.0826409;3066.7764434
48.9718999383, 2.25289349147;"{""coordinates"": [[2.252893491469282, 48.97189993830054]], ""type"": ""MultiPoint""}";95582;5347.221338;5441.578574;5304.882619;5296.107367;5243.676329;5217.34;5045.34;5021.02241256;5032.375329;5231.86795189;1260;1260;4660;5136;3816;3745;5052.73456021;5047.99677845
48.9902220445, 2.38112649197;"{""coordinates"": [[2.381126491967623, 48.9902220444729]], ""type"": ""MultiPoint""}";95585;14469.036368;14720.328013;14881.554758;14785.217492;15014.882291;14969.9;14917.2;14772.7633101;14848.402503;14662.6881923;1262;1262;14444;14494;12044;8460;14598.9049165;14324.2051799
49.1062127869, 2.54408019277;"{""coordinates"": [[2.544080192769588, 49.106212786862]], ""type"": ""MultiPoint""}";95604;2195.70542;2176.164825;2089.363246;2013.20035;1897.52857;1774.58;1758.81;1739.50549575;1717.333122;1639.95246451;1266;1266;1609;1258;1452;1835;1637.33067058;1597.00717756
49.0629316668, 2.56716804056;"{""coordinates"": [[2.567168040557397, 49.06293166675428]], ""type"": ""MultiPoint""}";95641;248.476431;259.308964;270.53257;312.652269;344.238703;428.78;473.69;547.61248699;644.783981;836.74450138;1276;1276;253;248;128;240;934.28103615;1023.49001164
49.0801136898, 1.93011372158;"{""coordinates"": [[1.930113721583886, 49.08011368975103]], ""type"": ""MultiPoint""}";95658;497.300632;511.699549;508.642365;504.638229;521.097242;550.89;585.13;577.78373767;576.035706;573.04172282;1280;1280;578;659;908;590;565.83155944;551.30933778
49.0607171879, 2.53485959691;"{""coordinates"": [[2.534859596907575, 49.0607171879099]], ""type"": ""MultiPoint""}";95675;381.261599;322.395273;271.9461;287.358684;335.536479;370.4;396.9;443.198628;420.958437;451.69651774;1282;1282;549;37;32;125;479.6023593;473.60283944
49.0698961198, 2.23870973372;"{""coordinates"": [[2.238709733721573, 49.069896119812206]], ""type"": ""MultiPoint""}";95678;76.689801;83.460549;86.010516;78.177577;81.984242;80.98;86.7;94.7969764;102.752654;99.59971725;1284;1284;75;106;96;115;101.12003878;103.19415704
48.8491022183, 2.33288794826;"{""coordinates"": [[2.332887948262914, 48.84910221832293]], ""type"": ""MultiPoint""}";75106;45773.397755;46094.828136;46344.255964;46006.418276;46219.748158;45848.12;45564;45254.4192651;45006.390188;44887.3689766;6;6;44054;56269;59628;56955;45135.1096734;45431.5550871
48.8727503064, 2.31256654113;"{""coordinates"": [[2.312566541125366, 48.87275030635644]], ""type"": ""MultiPoint""}";75108;163055.217194;164573.398946;164276.26566;163979.596712;164014.865197;161608.28;162493.29;164324.042617;167024.131761;170779.826357;8;8;163165;210663;226260;232890;174253.634672;178885.857088
48.8284227804, 2.36229049955;"{""coordinates"": [[2.362290499550102, 48.82842278044739]], ""type"": ""MultiPoint""}";75113;114704.574817;116727.716415;120666.077439;124148.253363;125154.190766;126155.56;127819.48;126692.890514;126036.339106;125690.595506;13;13;101875;92132;83636;85010;125695.463165;125531.101067
48.8292523871, 2.32659821533;"{""coordinates"": [[2.32659821533297, 48.829252387100716]], ""type"": ""MultiPoint""}";75114;85901.091165;86265.223917;87623.127714;88707.497599;89361.643715;88850.04;89152.55;87763.9334829;86122.653344;84065.5039277;14;14;77685;81188;74704;69215;81831.3213819;81363.5576859
48.8925725378, 2.34824520171;"{""coordinates"": [[2.348245201709701, 48.89257253783336]], ""type"": ""MultiPoint""}";75118;87850.41616;89211.624948;91281.807347;93673.172762;95365.416985;95040.12;94547.33;92083.6831594;90977.671079;88934.6746527;18;18;78778;81178;69448;74725;87925.6662321;88116.7457646
48.6520245976, 2.8708440936;"{""coordinates"": [[2.870844093597901, 48.65202459757831]], ""type"": ""MultiPoint""}";77007;50.852106;54.382459;44.403848;44.049007;42.287714;47.07;39.37;36.38561676;34.48994;34.81088229;27;27;36;34;52;30;27.08178375;21.76179314
48.8418759439, 3.32396318508;"{""coordinates"": [[3.323963185077568, 48.84187594391636]], ""type"": ""MultiPoint""}";77030;74.582333;86.126335;92.51129;91.852436;98.763303;112.88;118.45;137.01728105;141.729558;144.09750845;48;48;68;163;240;155;135.56293494;132.0206855
48.5602167782, 2.79453502986;"{""coordinates"": [[2.794535029859408, 48.56021677817956]], ""type"": ""MultiPoint""}";77034;102.99317;108.62175;101.560046;106.213692;113.998745;113.57;120.3;116.92105661;126.330335;140.72105063;52;52;109;184;188;250;143.72502235;142.09492028
48.8971271195, 3.26202513468;"{""coordinates"": [[3.262025134679034, 48.89712711950839]], ""type"": ""MultiPoint""}";77043;37.230882;41.630652;35.331284;34.443813;35.715702;33.1;27.12;39.71575619;38.338838;32.05880776;61;61;20;25;40;25;30.99789919;32.94740098
48.1490132483, 2.82797704058;"{""coordinates"": [[2.827977040575164, 48.1490132482734]], ""type"": ""MultiPoint""}";77050;67.9635;68.161134;51.179618;51.79123;51.244153;52.74;47.26;67.49897356;74.601716;73.57582361;68;68;52;70;96;120;68.95727027;70.54567718
48.7051026095, 3.34676876572;"{""coordinates"": [[3.346768765719006, 48.70510260953035]], ""type"": ""MultiPoint""}";77066;44.881483;45.66915;43.257672;46.781471;48.665215;50.98;51.48;51.60004331;49.795489;54.13803007;83;83;75;55;56;80;48.46683552;51.02981795
48.2309825943, 2.62787191552;"{""coordinates"": [[2.627871915516212, 48.23098259432161]], ""type"": ""MultiPoint""}";77102;18.904914;15.927691;14.986809;16.729136;16.866634;19.02;20.36;19.90894257;22.268706;22.61852772;117;117;21;18;12;30;12.26300077;13.01977622
49.0186700899, 3.10606936863;"{""coordinates"": [[3.106069368626964, 49.01867008987683]], ""type"": ""MultiPoint""}";77120;44.403789;41.971678;40.513503;44.906203;44.266816;46.63;40.95;41.50415775;37.09217;39.86667429;134;134;33;60;36;40;36.90306975;32.46940816
48.8819199226, 2.86543659748;"{""coordinates"": [[2.865436597477707, 48.88191992258689]], ""type"": ""MultiPoint""}";77128;362.493946;384.333931;402.936316;430.407814;434.997687;417.51;454.43;487.87462367;478.212607;467.21988455;142;142;355;397;356;435;500.36436516;489.76474896
