Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC234452;75014;2021-07-05;2021-08-27;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;157.42;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;432188;157842;"{""coordinates"": [[[2.339567222350466, 48.82455880677504], [2.3397669752243124, 48.82457858087701], [2.3398546047704594, 48.82452077595404], [2.3398902510833346, 48.82442898522467], [2.339859269875725, 48.82442471573682], [2.3398361778648296, 48.824451000300655], [2.3397070324850966, 48.824519505232196], [2.3396407259788723, 48.82452733603173], [2.339575965060764, 48.82452196976037], [2.339567222350466, 48.82455880677504]]], ""type"": ""Polygon""}";48.82452102657173, 2.3397502724594093
EC234455;75014;2021-08-09;2021-10-01;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;767.55;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;GIG_GIC,STATIONNEMENT_PAYANT;432188;157842;"{""coordinates"": [[[2.338276214416912, 48.824391831512195], [2.338268977655781, 48.82441865859841], [2.33848453931795, 48.824442620796155], [2.3384794870753387, 48.8244603528725], [2.339457434709838, 48.824569129642036], [2.3394655388864316, 48.824528190641864], [2.3395034678443496, 48.824528400139144], [2.3395509597283626, 48.82453594830216], [2.339674240359709, 48.824549379584084], [2.3396799986776315, 48.82453028520419], [2.3396493403917917, 48.82450051647639], [2.339616784722731, 48.824511721027584], [2.338283504545992, 48.82436090625269], [2.338276214416912, 48.824391831512195]]], ""type"": ""Polygon""}";48.824470349438144, 2.3389387232520997
EC235365;75013;2021-07-23;2021-09-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;42.6;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;435127;158503;"{""coordinates"": [[[2.356297582367687, 48.828513213115706], [2.356361857862488, 48.828522129182886], [2.356389064971593, 48.828444674965844], [2.3563234387793868, 48.8284368209976], [2.356297582367687, 48.828513213115706]]], ""type"": ""Polygon""}";48.82847912730888, 2.3563431013688567
EC225078;75017;2021-05-25;2021-08-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;807.55;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;403964;151845;"{""coordinates"": [[[2.2816309443163143, 48.879059377716075], [2.2817219929118333, 48.879065388420955], [2.281792232670419, 48.87887820122982], [2.281899536743692, 48.87870671844304], [2.281972247578574, 48.87864067175276], [2.281789260471688, 48.87859312765925], [2.2816922373921065, 48.87861986659799], [2.281639947482045, 48.87870698219285], [2.2815419952282054, 48.87870092998816], [2.2814931820040703, 48.87873615556868], [2.281540324386595, 48.87882204668414], [2.2816543174918182, 48.87886644497286], [2.2816309443163143, 48.879059377716075]]], ""type"": ""Polygon""}";48.87878763657471, 2.281722908504434
EC225238;75013;2021-05-25;2021-07-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;64.04;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;404507;151945;"{""coordinates"": [[[2.3582804468286698, 48.822164752727154], [2.3583369427925542, 48.82216915436543], [2.358377947617473, 48.8220313935606], [2.3583242265331967, 48.82202564067489], [2.3582804468286698, 48.822164752727154]]], ""type"": ""Polygon""}";48.822098211263594, 2.3583296918962287
EC225350;75015;2021-06-21;2021-09-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;593.7;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;404984;152044;"{""coordinates"": [[[2.296364295695698, 48.849496152616325], [2.297197967009958, 48.84922919602541], [2.297177174727339, 48.84918490259687], [2.2970585285721605, 48.849182383465546], [2.296376601002822, 48.84940241878835], [2.296338557972917, 48.84946048273013], [2.296364295695698, 48.849496152616325]]], ""type"": ""Polygon""}";48.84932610467095, 2.296758047387042
EC228427;75015;2021-05-31;2021-06-01;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;88.86;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;418199;154214;"{""coordinates"": [[[2.29212279257588, 48.84284098263519], [2.292132712108004, 48.842824834717426], [2.292172722751659, 48.84280738898514], [2.2920623828939077, 48.842744058194384], [2.292055573546555, 48.842716613247575], [2.291979486652839, 48.84274584390123], [2.2920417677311224, 48.842821750432904], [2.29212279257588, 48.84284098263519]]], ""type"": ""Polygon""}";48.842783936914465, 2.2920693788174074
EC219157;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;89.7;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.3204531021984094, 48.87445284906739], [2.320518647117985, 48.87434985462746], [2.3204257498950978, 48.8743270146553], [2.320361569383721, 48.874431382891075], [2.3204531021984094, 48.87445284906739]]], ""type"": ""Polygon""}";48.87439007797804, 2.320439813071005
EC220164;75008;2021-04-15;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;215.19;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;384304;148718;"{""coordinates"": [[[2.3254829213789616, 48.874499967293325], [2.3254158743993774, 48.874453142203045], [2.3251309430768963, 48.87465280556599], [2.325200792060808, 48.8746964584459], [2.3254829213789616, 48.874499967293325]]], ""type"": ""Polygon""}";48.87457532877843, 2.325307866799957
EC221451;75016;2021-06-14;2021-09-06;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;269.42;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;389410;149503;"{""coordinates"": [[[2.285522056850857, 48.85764109626947], [2.285412587217701, 48.857749126284595], [2.285409287379897, 48.85779454747991], [2.2852597077826236, 48.85794429010597], [2.2853131643729916, 48.85795378102236], [2.2855040793347, 48.857767417814024], [2.28563897934734, 48.85775857850361], [2.2856851159625027, 48.85770956466903], [2.285522056850857, 48.85764109626947]]], ""type"": ""Polygon""}";48.85776857335016, 2.2854843056210417
EC217429;75013;2021-05-02;2022-02-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;69.54;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;371719;146851;"{""coordinates"": [[[2.351667628837517, 48.83031042503645], [2.3519726429586005, 48.83040952958879], [2.351988104673128, 48.83038638887341], [2.351866515281067, 48.830346567744925], [2.35190441027933, 48.830294404445716], [2.3518975363453465, 48.83029254596711], [2.351858940776729, 48.83034561563246], [2.351681661183346, 48.830291375949116], [2.351667628837517, 48.83031042503645]]], ""type"": ""Polygon""}";48.83034924836367, 2.351835468575789
EC218416;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;475.98;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.315870397572132, 48.875474076514315], [2.3158020713570573, 48.87547277497713], [2.315735126367882, 48.8763120772645], [2.315805514007252, 48.876314301644726], [2.315870397572132, 48.875474076514315]]], ""type"": ""Polygon""}";48.87589545650385, 2.315803114646406
EC237023;75020;2021-06-23;2023-04-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;109.57;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;441135;159500;"{""coordinates"": [[[2.385707997295051, 48.87384055968044], [2.385447177129301, 48.873851005799764], [2.385393228768026, 48.87388019460223], [2.385475064620866, 48.87389668495336], [2.385717195227898, 48.87388721307245], [2.385707997295051, 48.87384055968044]]], ""type"": ""Polygon""}";48.87386947580715, 2.3855687451362617
EC213366;75014;2021-02-25;2021-05-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;6.81;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;356894;144401;"{""coordinates"": [[[2.3179312060198183, 48.83165650157737], [2.317915443333158, 48.83164866986794], [2.3178784959246217, 48.831678514451454], [2.317895607361134, 48.831688630174654], [2.3179312060198183, 48.83165650157737]]], ""type"": ""Polygon""}";48.83166848733253, 2.31790477859928
EC214545;75016;2021-06-07;2021-09-17;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;113.31;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;361350;145083;"{""coordinates"": [[[2.288334031762159, 48.863421031583556], [2.2883760456884072, 48.86343291632835], [2.288395556457679, 48.86340773627041], [2.2887241406078034, 48.86349367735363], [2.2887373601569476, 48.8634692162066], [2.288285747546103, 48.86335117328324], [2.2882746986523657, 48.86337438190487], [2.2883427038916415, 48.86339249545312], [2.288334031762159, 48.863421031583556]]], ""type"": ""Polygon""}";48.86342188504633, 2.2884922491722364
EC214829;75008;2021-03-08;2021-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;248.71;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;351409;143533;"{""coordinates"": [[[2.3094579405154123, 48.87572367906453], [2.3094999125877282, 48.875682028131486], [2.3089801579074627, 48.87546819667832], [2.3089409328807866, 48.87551077432851], [2.3094579405154123, 48.87572367906453]]], ""type"": ""Polygon""}";48.87559621356169, 2.309219902776472
EC214846;75008;2021-03-08;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;683.46;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;347153;142825;"{""coordinates"": [[[2.301676228680949, 48.87490852011136], [2.3016697413662364, 48.87487751794838], [2.2990427104464572, 48.87515632746848], [2.2990533379924676, 48.87518735401838], [2.301676228680949, 48.87490852011136]]], ""type"": ""Polygon""}";48.875032763767756, 2.3003573229898535
EC227381;75014;2021-07-19;2021-09-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;3122.94;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;413598;153454;"{""coordinates"": [[[2.324286814754366, 48.822233518343516], [2.32440635787489, 48.82223237254653], [2.3250043949433707, 48.82209943596597], [2.3250179251067453, 48.822000348326426], [2.3249627575971723, 48.82187019857523], [2.32473278094788, 48.82152280895702], [2.324617763657643, 48.82152924561664], [2.32447573854439, 48.821609401235094], [2.324320389447832, 48.821771450161364], [2.324242944088815, 48.821952254149956], [2.324250011916072, 48.822128473064566], [2.324286814754366, 48.822233518343516]]], ""type"": ""Polygon""}";48.82191132883286, 2.324607383465982
EC169509;75010;2020-07-27;2021-03-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;298.63;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;188654;116409;"{""coordinates"": [[[2.351009068389141, 48.87012892837666], [2.3509873604727893, 48.87011166654867], [2.350955023370929, 48.87009492535567], [2.3505633351351283, 48.870174765754726], [2.3505801155506765, 48.870208029866255], [2.350716859194728, 48.87018305687408], [2.3508053666441424, 48.87024889560319], [2.350952716167944, 48.87021969540896], [2.351036358165858, 48.870154790277944], [2.351009068389141, 48.87012892837666]]], ""type"": ""Polygon""}";48.8701711524552, 2.3508377821937163
EC169511;75010;2021-03-31;2021-06-09;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;87.01;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;188654;116409;"{""coordinates"": [[[2.3511499543510674, 48.87029451966414], [2.3511467040901266, 48.87027833640557], [2.3511783674860482, 48.87025778904683], [2.351105635564265, 48.87019501023904], [2.3510219298890043, 48.8702651375392], [2.351105662542196, 48.87033139082641], [2.3511499543510674, 48.87029451966414]]], ""type"": ""Polygon""}";48.87026318772898, 2.351101610959563
EC206336;75019;2021-05-03;2021-07-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;22.11;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;332164;140319;"{""coordinates"": [[[2.386736609787239, 48.898516446905795], [2.386799017659279, 48.89855387754139], [2.386832081940004, 48.8985319623809], [2.3867738364931803, 48.89849295949073], [2.386736609787239, 48.898516446905795]]], ""type"": ""Polygon""}";48.89852354082726, 2.386784873523464
EC207783;75007;2021-08-23;2021-08-27;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;527.09;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;335979;140872;"{""coordinates"": [[[2.305879954122929, 48.862922743558535], [2.307426879194659, 48.86295675077672], [2.307671601923951, 48.862978658441676], [2.3076727756817, 48.86294223614802], [2.3074301188310895, 48.86292079551031], [2.3058804333926655, 48.86288677231675], [2.305879954122929, 48.862922743558535]]], ""type"": ""Polygon""}";48.862925590543405, 2.3067774633753015
EC209683;75010;2021-03-22;2021-04-09;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;38.73;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;343998;142379;"{""coordinates"": [[[2.351098510180158, 48.87012985487882], [2.351209910033962, 48.87010837366193], [2.351196514678957, 48.87007551560221], [2.3511119088169514, 48.87007938279251], [2.351081698803782, 48.870094017658765], [2.351098510180158, 48.87012985487882]]], ""type"": ""Polygon""}";48.870099798912136, 2.3511438721564613
EC211917;75008;2021-03-08;2021-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;1196.56;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;351409;143533;"{""coordinates"": [[[2.3083152271896528, 48.87485417202708], [2.306294989661409, 48.874774177549895], [2.306288496572371, 48.874846998218814], [2.3083073693407514, 48.874926073866085], [2.3083152271896528, 48.87485417202708]]], ""type"": ""Polygon""}";48.87485027215646, 2.307299516957172
EC198829;75012;2021-02-05;2021-02-25;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;153.93;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;309670;135541;"{""coordinates"": [[[2.4015558373768573, 48.83734459925626], [2.4019257027891703, 48.83721439127595], [2.402141825766228, 48.837136236965385], [2.4021214034547866, 48.83711245557678], [2.401513248473364, 48.83732890365271], [2.4015558373768573, 48.83734459925626]]], ""type"": ""Polygon""}";48.83723040056692, 2.401834137499476
EC199470;75009;2021-01-13;2021-01-14;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;98.99;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;310984;135979;"{""coordinates"": [[[2.3325667011839126, 48.87296731235946], [2.3325621951442654, 48.87294178735529], [2.3325437096570427, 48.87292984537242], [2.3324662499708007, 48.872941252338364], [2.332432679511353, 48.872975217549254], [2.332464426709905, 48.87302958251369], [2.332580601658599, 48.87301383716432], [2.332633771887768, 48.872958579601814], [2.3325667011839126, 48.87296731235946]]], ""type"": ""Polygon""}";48.87298047016663, 2.3325196960034966
EC199839;75007;2021-01-11;2021-04-02;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;90.28;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;312124;136178;"{""coordinates"": [[[2.3103181276713918, 48.85236333634755], [2.3101558189037146, 48.852663427665725], [2.3101920246161933, 48.85267130523054], [2.3103410752259976, 48.852386483204526], [2.3103181276713918, 48.85236333634755]]], ""type"": ""Polygon""}";48.85252436592634, 2.3102498560972715
EC200230;75020;2021-01-06;2021-02-23;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;165.08;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;312855;136445;"{""coordinates"": [[[2.4026718568532606, 48.847950285911494], [2.4024411158788728, 48.84797554499775], [2.4024543721419414, 48.848022969368834], [2.40262152349639, 48.848007410666305], [2.402630504568576, 48.84806665365866], [2.4026523848191665, 48.848084066466406], [2.4027753283125084, 48.84807284114609], [2.402786565223557, 48.84805559277646], [2.4027841085715314, 48.84802916919805], [2.402683315455348, 48.84803413049814], [2.4026718568532606, 48.847950285911494]]], ""type"": ""Polygon""}";48.84801349702076, 2.402620020765485
EC201736;75013;2021-01-11;2021-03-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;184.73;Travaux sur réseau de transport public;EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;;315643;137403;"{""coordinates"": [[[2.364934217693948, 48.82820809009774], [2.365054999744708, 48.82837130113954], [2.365118334398038, 48.82843766752156], [2.3651793600766804, 48.82846713563948], [2.365388711422808, 48.82852198063275], [2.3654069705859606, 48.82849521056379], [2.3651612544096348, 48.82842468897198], [2.364980580842522, 48.82819558587684], [2.364934217693948, 48.82820809009774]]], ""type"": ""Polygon""}";48.8283783377542, 2.365133113320992
EC197409;75013;2020-11-30;2021-11-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;110.71;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;305173;134553;"{""coordinates"": [[[2.3528518340712266, 48.83226175471602], [2.3529037615815223, 48.832246097025234], [2.3527926147779263, 48.83203146875393], [2.3527400320991254, 48.83204439056406], [2.35279174372295, 48.83215714842202], [2.3528518340712266, 48.83226175471602]]], ""type"": ""Polygon""}";48.83214658638611, 2.3528207373421273
EC130165;75017;2019-07-29;2023-07-07;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;1993.22;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;113079;89814;"{""coordinates"": [[[2.292857258421593, 48.87637674678966], [2.293371570019247, 48.875766411613185], [2.2934181718044835, 48.87574073080218], [2.2935287576762398, 48.87562936422739], [2.2935335911841355, 48.87557839289786], [2.2937189034246863, 48.87535271562905], [2.293659084152568, 48.87528405857299], [2.293491539753027, 48.875319498575315], [2.2932965263178997, 48.87554785043191], [2.293332273085071, 48.87555898936047], [2.292655962220415, 48.87635552110968], [2.292857258421593, 48.87637674678966]]], ""type"": ""Polygon""}";48.87581835706903, 2.2932165943606515
EC243501;75007;2021-09-20;2021-12-17;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;220.07;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;AUTOCAR;474898;163657;"{""coordinates"": [[[2.3001284715607055, 48.857576747314376], [2.3002645061258162, 48.85749658737456], [2.3001915914103783, 48.85744455416342], [2.2999446278407762, 48.85733483261178], [2.2999159949387145, 48.85735440055998], [2.3000960742543692, 48.85747688226137], [2.30006392227965, 48.85753032816703], [2.3001284715607055, 48.857576747314376]]], ""type"": ""Polygon""}";48.857461561668366, 2.3001073291572767
EC244069;75019;2021-11-02;2022-07-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;1128.25;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;476849;163998;"{""coordinates"": [[[2.36718984103774, 48.88415405193172], [2.3668968360703833, 48.884174815240556], [2.366793898333927, 48.88417973519196], [2.3667526241431127, 48.88416722219371], [2.366332854026356, 48.88416500127769], [2.3662264429154174, 48.88417172349639], [2.3662083142686563, 48.884186199334565], [2.3662326609457303, 48.88434160427576], [2.366258056402813, 48.88435403340373], [2.366749354748784, 48.88432248095878], [2.3668039749461185, 48.884316394504296], [2.366802047631624, 48.88430454556735], [2.3669257480080623, 48.884295637159774], [2.3669773307238726, 48.884255383511196], [2.3671998373523833, 48.88424062185269], [2.36718984103774, 48.88415405193172]]], ""type"": ""Polygon""}";48.88424293709295, 2.366638147097829
EC248189;75015;2021-11-15;2021-12-17;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;95.83;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;493057;166503;"{""coordinates"": [[[2.3210417375756407, 48.844698353886116], [2.3210221572848897, 48.84467142642976], [2.320674957995856, 48.844783804100885], [2.3206968314949283, 48.84481125097527], [2.3210417375756407, 48.844698353886116]]], ""type"": ""Polygon""}";48.844741549042936, 2.320857837755672
EC252834;75019;2021-10-19;2023-04-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;47.63;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;512200;169429;"{""coordinates"": [[[2.38418572262087, 48.8739937485233], [2.3841981561890657, 48.87402227191473], [2.384250433901475, 48.87400887995441], [2.3842781336142194, 48.87400150939965], [2.3843916406263586, 48.87397659347323], [2.384381962273558, 48.873948538434604], [2.38418572262087, 48.8739937485233]]], ""type"": ""Polygon""}";48.87398496821729, 2.384288700970319
EC90502;75010;2019-01-02;2021-05-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;59.14;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;79240;61205;"{""coordinates"": [[[2.3608148727431653, 48.87085049150267], [2.360859702540722, 48.87085357729553], [2.361004143638665, 48.87068472687721], [2.360977530148337, 48.87067376934829], [2.3608148727431653, 48.87085049150267]]], ""type"": ""Polygon""}";48.87076945864708, 2.3609104725775767
EC214349;75015;2021-03-15;2021-10-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;272.72;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;360739;144959;;
EC249954;75013;2021-10-25;2021-12-17;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;53.58;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;498658;167504;"{""coordinates"": [[[[2.344230594364603, 48.81848009398242], [2.344177548850043, 48.81848070153169], [2.3442027727589454, 48.81855871021834], [2.344251109317977, 48.81855351066768], [2.344230594364603, 48.81848009398242]]], [[[2.3442029376018345, 48.81838111184008], [2.3441566240097886, 48.818389965866444], [2.3441711578342934, 48.81844059268708], [2.3442187465695197, 48.81843994262202], [2.344224480700205, 48.818458213549974], [2.3442029376018345, 48.81838111184008]]], [[[2.344230594364603, 48.81848009398242], [2.3442313448979353, 48.81848008550731], [2.344224480700205, 48.818458213549974], [2.344230594364603, 48.81848009398242]]]], ""type"": ""MultiPolygon""}";48.818475260285, 2.344204213764305
EC238651;75001;2021-07-22;2021-10-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;43.03;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;450153;160597;"{""coordinates"": [[[2.325449464146001, 48.86249150841168], [2.3254608861242287, 48.86250893382279], [2.325699116462275, 48.86243286398513], [2.3256851258843088, 48.86241400135302], [2.325449464146001, 48.86249150841168]]], ""type"": ""Polygon""}";48.86246118262142, 2.3255756669415804
EC238753;75008;2021-09-01;2022-02-24;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;11.42;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;450581;160653;"{""coordinates"": [[[2.325976042978986, 48.87542474972127], [2.3260323244095638, 48.87543240251039], [2.3260391204620534, 48.875407901426286], [2.32598263920046, 48.87540125837124], [2.325976042978986, 48.87542474972127]]], ""type"": ""Polygon""}";48.87541660562968, 2.3260077267205235
EC248825;75010;2021-10-06;2021-10-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;14.11;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;496239;166939;"{""coordinates"": [[[2.3685288319673656, 48.882381689648895], [2.368513257042009, 48.88240427957556], [2.3685738014857542, 48.88242190198641], [2.3685909183614426, 48.88239674720505], [2.3685288319673656, 48.882381689648895]]], ""type"": ""Polygon""}";48.88240130402641, 2.368552236832742
EC249893;75014;2021-11-16;2021-11-19;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;55.89;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;498604;167488;"{""coordinates"": [[[2.343747368827422, 48.815923186040756], [2.3437854555741615, 48.815937739367854], [2.3437973790166864, 48.8159491892187], [2.343875171161826, 48.81584965942541], [2.3438436202557975, 48.81583628061496], [2.343816456431398, 48.81583043843368], [2.343747368827422, 48.815923186040756]]], ""type"": ""Polygon""}";48.815886300402866, 2.343810862389458
EC215755;75017;2021-04-21;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;662.47;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;366066;145852;"{""coordinates"": [[[2.2891697529933412, 48.876146351737496], [2.2898447589155517, 48.87696818730848], [2.289918254791435, 48.876944944542444], [2.289257042146011, 48.87612410140274], [2.2891697529933412, 48.876146351737496]]], ""type"": ""Polygon""}";48.876536917901774, 2.2895401089487173
EC215775;75008;2021-03-15;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;170.37;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;366111;145871;"{""coordinates"": [[[2.301599182274742, 48.87427056433127], [2.301045020295738, 48.87420631130079], [2.3010376155326338, 48.87424360783678], [2.3015917901143785, 48.874306949937484], [2.301599182274742, 48.87427056433127]]], ""type"": ""Polygon""}";48.87425672874055, 2.301317284403766
EC216334;75015;2021-04-26;2021-09-22;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;82.02;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;367680;146195;"{""coordinates"": [[[2.2708124338584232, 48.83813497775469], [2.2712037246696597, 48.83797661459127], [2.2711860900709837, 48.83795510383771], [2.270876665300495, 48.838080269135794], [2.2708124338584232, 48.83813497775469]]], ""type"": ""Polygon""}";48.83803751279114, 2.271019201180187
EC216336;75015;2021-04-26;2021-04-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;23.85;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;367680;146195;"{""coordinates"": [[[2.2703568013593673, 48.838158611258], [2.2703811091907142, 48.838146920167546], [2.2703826804651506, 48.83813326825771], [2.2703240583656554, 48.83808281912327], [2.2702935232161114, 48.83809583926269], [2.2703568013593673, 48.838158611258]]], ""type"": ""Polygon""}";48.83812019580345, 2.27034159922364
EC218404;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;821.7;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.315647325762005, 48.87548099802122], [2.315627786646588, 48.875444457676615], [2.3147379536683794, 48.87570529728239], [2.313443287350857, 48.876301687197454], [2.31347465700173, 48.87633101018125], [2.314756730522104, 48.875747297788216], [2.315647325762005, 48.87548099802122]]], ""type"": ""Polygon""}";48.875848483711934, 2.314541771581515
EC218413;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;105.8;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.314194784480314, 48.875066047849494], [2.3143099246231915, 48.8750771802536], [2.3143252820956577, 48.8749593296943], [2.314218361129327, 48.874953252813356], [2.314194784480314, 48.875066047849494]]], ""type"": ""Polygon""}";48.875014754906516, 2.3142623071658464
