Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC146708;75013;2019-11-25;2019-12-10;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;137.83;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;128059;101374;"{""coordinates"": [[[2.376864608579683, 48.82429418571998], [2.376841217641715, 48.82432745222547], [2.3770198530541107, 48.824384039880954], [2.37704942796229, 48.824345741177055], [2.377074422233375, 48.82430640860588], [2.3770331911258835, 48.824294053160585], [2.376901912096326, 48.824250864739874], [2.3768847911966446, 48.824272023262786], [2.376864608579683, 48.82429418571998]]], ""type"": ""Polygon""}";48.824317564333974, 2.376958894350195
EC99719;75003;2019-02-25;2019-04-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;91.68;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;86383;66972;"{""coordinates"": [[[2.3540529717518885, 48.86259262000027], [2.3538998514817235, 48.86262651539832], [2.353950785508242, 48.86269338694456], [2.3540901099047504, 48.86265884863835], [2.3540529717518885, 48.86259262000027]]], ""type"": ""Polygon""}";48.86264254725768, 2.353997525324848
EC90502;75010;2019-01-02;2021-05-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;59.14;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;79240;61205;"{""coordinates"": [[[2.3608148727431653, 48.87085049150267], [2.360859702540722, 48.87085357729553], [2.361004143638665, 48.87068472687721], [2.360977530148337, 48.87067376934829], [2.3608148727431653, 48.87085049150267]]], ""type"": ""Polygon""}";48.87076945864708, 2.3609104725775767
EC86458;75013;2018-11-21;2019-09-30;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;4.28;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;75812;58532;"{""coordinates"": [[[2.370612313517165, 48.83691802462124], [2.370646692236841, 48.83692731338292], [2.3706661049170714, 48.83691921870543], [2.3706138241503263, 48.83690710348201], [2.370612313517165, 48.83691802462124]]], ""type"": ""Polygon""}";48.83691773057915, 2.37063554246979
EC87947;75015;2019-02-04;2020-01-17;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;99.46;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;77261;59642;"{""coordinates"": [[[2.2921548460170027, 48.85105283109021], [2.292117865822763, 48.85103212035458], [2.2920004978917383, 48.85113843913225], [2.292053315697065, 48.851161519896465], [2.2920323146945245, 48.85118370879116], [2.292052895042793, 48.85119248242177], [2.292187754439635, 48.85106850828255], [2.2921548460170027, 48.85105283109021]]], ""type"": ""Polygon""}";48.851106949315884, 2.292092596336848
EC115592;75014;2019-05-14;2019-05-20;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;33.55;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;100051;78582;"{""coordinates"": [[[2.3274340027529874, 48.8214364824623], [2.327444089541728, 48.821456462301484], [2.327493448829849, 48.82144581062233], [2.3275056424776306, 48.821469502361786], [2.3273936176575636, 48.82149317808229], [2.327402790954688, 48.82151713704695], [2.3275195024313673, 48.821491039557856], [2.3274858596678922, 48.82142595905563], [2.3274340027529874, 48.8214364824623]]], ""type"": ""Polygon""}";48.821478026770855, 2.3274587496667207
EC116967;75017;2019-06-17;2019-10-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;14.78;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;101265;79651;"{""coordinates"": [[[2.3032649383381862, 48.89035843389245], [2.303321537544255, 48.89031751640882], [2.303294911605161, 48.89030396509603], [2.3032399283356377, 48.89034489646707], [2.3032649383381862, 48.89035843389245]]], ""type"": ""Polygon""}";48.89033109046711, 2.3032805261603273
EC119096;75015;2019-04-29;2021-11-25;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;3.17;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;103062;81158;"{""coordinates"": [[[2.3081638757382597, 48.84580153778248], [2.308142217866747, 48.84580881250418], [2.308145622502289, 48.84581224797832], [2.3081179360798103, 48.84581891853472], [2.308207903827516, 48.84592815843469], [2.3081222245310795, 48.84582065032893], [2.30814472223339, 48.84581508836022], [2.308168097539519, 48.84580839286724], [2.3081638757382597, 48.84580153778248]]], ""type"": ""Polygon""}";48.84582888242598, 2.308148995243692
EC94360;75018;2018-02-01;2019-02-21;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;282.75;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;82415;63745;"{""coordinates"": [[[2.3256707234310716, 48.88740086382371], [2.3258596895219927, 48.88699210827545], [2.325866685912352, 48.886878308806295], [2.3258007228785496, 48.8869599013461], [2.325602522842224, 48.887388640949226], [2.325625838723786, 48.88740106609324], [2.3256707234310716, 48.88740086382371]]], ""type"": ""Polygon""}";48.88716281657409, 2.3257432721758025
EC97073;75010;2019-03-04;2019-04-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;65.63;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;84431;65390;"{""coordinates"": [[[[2.3511198124168216, 48.87031757902588], [2.3511562403691553, 48.87030240857652], [2.3511289293021327, 48.87027835426506], [2.351128936393171, 48.87027778502119], [2.351144587832498, 48.87026819296723], [2.3510472089877683, 48.87018911577127], [2.350995172193198, 48.87021046276259], [2.3511180724255607, 48.870318708157754], [2.3511198194967626, 48.870317010681276], [2.3511198124168216, 48.87031757902588]]], [[[2.3511180724255607, 48.870318708157754], [2.3511197911433883, 48.87031928675745], [2.3511198124168216, 48.87031757902588], [2.3511180724255607, 48.870318708157754]]]], ""type"": ""MultiPolygon""}";48.87025127019609, 2.3510794497940153
EC103776;75009;2019-03-13;2019-03-15;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;21.16;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;89624;69684;"{""coordinates"": [[[2.3319223691754836, 48.871212626411484], [2.331959988410603, 48.871185741920854], [2.3318818543247426, 48.871169140161705], [2.3318511253511116, 48.871196974122775], [2.3319223691754836, 48.871212626411484]]], ""type"": ""Polygon""}";48.871190947313764, 2.331904173291663
EC92962;75011;2019-01-28;2019-02-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;114.69;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;81168;62760;"{""coordinates"": [[[2.374646817644472, 48.865418810597035], [2.374660898196651, 48.86539583133558], [2.3745675611338637, 48.865373144259635], [2.374482929629128, 48.86548768103837], [2.374592987452412, 48.865518993005246], [2.374646817644472, 48.865418810597035]]], ""type"": ""Polygon""}";48.86544583998169, 2.374574799965735
EC115858;75006;2019-09-30;2019-10-25;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;36.67;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;100321;78834;"{""coordinates"": [[[2.339232510062515, 48.85243773762133], [2.3392176468424855, 48.85241261027986], [2.339063985604712, 48.85245001297924], [2.3390788358552785, 48.85247605041565], [2.339232510062515, 48.85243773762133]]], ""type"": ""Polygon""}";48.85244420723646, 2.3391478512656945
EC116244;75013;2019-06-11;2020-08-25;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;139.9;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;100676;79131;"{""coordinates"": [[[2.3687516193442724, 48.8207596271602], [2.3688585347240925, 48.82075745921343], [2.368852868399666, 48.82059895700762], [2.36874318311501, 48.82060202049636], [2.3687516193442724, 48.8207596271602]]], ""type"": ""Polygon""}";48.82067917346812, 2.368801583431847
EC116968;75017;2019-06-17;2019-10-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;4.23;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;101265;79651;"{""coordinates"": [[[2.3033742100153902, 48.89017885771571], [2.3033495766690626, 48.89019853650374], [2.303367346417078, 48.89020613938591], [2.3033903412631496, 48.890187521263236], [2.3033742100153902, 48.89017885771571]]], ""type"": ""Polygon""}";48.89019274160799, 2.3033702598488572
EC119858;75014;2019-07-02;2019-07-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;71.99;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;103745;81731;"{""coordinates"": [[[2.3104956697081667, 48.83008379171122], [2.310469788640389, 48.83011096555884], [2.3107028630378093, 48.83021977829436], [2.3107266494902823, 48.830194414464216], [2.3104956697081667, 48.83008379171122]]], ""type"": ""Polygon""}";48.83015156639469, 2.3105973158238307
EC115857;75006;2019-09-30;2019-10-25;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;71.28;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;TAXI;100321;78834;"{""coordinates"": [[[2.338559959253274, 48.85263666085906], [2.33852481970385, 48.85257817935939], [2.338396059620254, 48.85261070944857], [2.3384291232758105, 48.85266963458119], [2.338559959253274, 48.85263666085906]]], ""type"": ""Polygon""}";48.852623869518055, 2.338477547908099
EC116838;75020;2019-06-06;2019-07-15;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;252.63;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;;101155;79559;"{""coordinates"": [[[2.3987144151363426, 48.87539178789485], [2.3987392144374677, 48.875411265177], [2.398794432601921, 48.875412111788336], [2.3988560765779385, 48.87537940779938], [2.398868741754427, 48.875328812943735], [2.3989342867297077, 48.87533198845652], [2.398970671421952, 48.87531964884814], [2.3989928253895076, 48.875194536219205], [2.398833307200157, 48.87518405931563], [2.3987952538360586, 48.87534096618376], [2.3987144151363426, 48.87539178789485]]], ""type"": ""Polygon""}";48.87528788250594, 2.398872457183895
EC125127;75012;2019-07-22;2019-07-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;18.24;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;108621;85932;"{""coordinates"": [[[2.3860171785826094, 48.83371427435737], [2.3859701839451, 48.83375103214924], [2.386010492167481, 48.83376945394358], [2.386053148464828, 48.83373495106386], [2.3860171785826094, 48.83371427435737]]], ""type"": ""Polygon""}";48.83374237445147, 2.3860124185057194
EC119528;75020;2019-11-04;2019-11-06;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;30.22;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;103428;81475;"{""coordinates"": [[[2.400735809999976, 48.85178891362937], [2.400950666971527, 48.8518264186346], [2.400957749635775, 48.851810516701924], [2.4007449640588376, 48.85177302208291], [2.400735809999976, 48.85178891362937]]], ""type"": ""Polygon""}";48.85179966590143, 2.400846928598076
EC123490;75017;2019-06-24;2019-08-24;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;2157.49;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;107174;84701;"{""coordinates"": [[[2.2808928993437716, 48.87845239506427], [2.2809132266020185, 48.878580182129795], [2.2808086921299076, 48.87860292353508], [2.280690864788121, 48.87864638492151], [2.2805983823524842, 48.87870218545957], [2.2805497627342457, 48.8787513812745], [2.28050064797098, 48.87883631207187], [2.280556050559428, 48.878899885733404], [2.2805627549434577, 48.87886830522587], [2.280607728552813, 48.87877923324076], [2.280685763892904, 48.87871371126094], [2.2807719598012475, 48.87865923988512], [2.2808702634357862, 48.87863371090088], [2.281012173791237, 48.8786221955525], [2.2810746900067125, 48.878622571000484], [2.2812409735664883, 48.87865380619386], [2.281301058391075, 48.87868028646314], [2.2815401234983517, 48.879026775727745], [2.281659599103503, 48.87897800381425], [2.2816645647587364, 48.87892029418703], [2.2817116918330336, 48.87882710045793], [2.281756256282205, 48.87876962750668], [2.2817984827689, 48.878731393583514], [2.2818344606955394, 48.87869173807514], [2.28183476382715, 48.87866975552377], [2.281826859877834, 48.87863808730744], [2.2814699863566617, 48.87852185106583], [2.281324618581982, 48.87848385729969], [2.2812123327588925, 48.878463930085296], [2.28109511193041, 48.878449474394436], [2.2810138380275196, 48.87844762020286], [2.2808928993437716, 48.87845239506427]]], ""type"": ""Polygon""}";48.878676904293954, 2.281336061644995
EC123949;75015;2019-06-01;2019-09-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;136.96;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;107563;85053;"{""coordinates"": [[[2.3127938581805765, 48.84290540661008], [2.3128199715063, 48.84291329835789], [2.313239605511671, 48.842376999459844], [2.313216264731292, 48.84236821355714], [2.3127938581805765, 48.84290540661008]]], ""type"": ""Polygon""}";48.84264394043968, 2.3130150954142463
EC124323;75019;2019-11-18;2020-01-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;63.97;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;107878;85313;"{""coordinates"": [[[2.373048512308957, 48.88740923456452], [2.3731435362713427, 48.88748850747975], [2.373171165246874, 48.88748774200675], [2.373198947696007, 48.88747422671388], [2.3731997925302557, 48.887461481418676], [2.3731019893459817, 48.88738355916942], [2.373079894156384, 48.88738344348436], [2.3730521391395416, 48.88739468180548], [2.373048512308957, 48.88740923456452]]], ""type"": ""Polygon""}";48.88743626919968, 2.373124251322028
EC131117;75003;2019-10-18;2019-11-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;90.73;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;113876;90492;"{""coordinates"": [[[2.355425476113471, 48.86549897905998], [2.355554896237681, 48.865498537435066], [2.3555559383000637, 48.865414301524495], [2.3554248222745815, 48.8654124568776], [2.355425476113471, 48.86549897905998]]], ""type"": ""Polygon""}";48.86545597425645, 2.355489993915259
EC131702;75008;2019-09-02;2023-07-14;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;206.04;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;AUTRE;114339;90901;"{""coordinates"": [[[2.314243959054785, 48.87589280905301], [2.314166175761172, 48.875823149397796], [2.3139328212301655, 48.87592927696443], [2.3139980935459974, 48.876005240485064], [2.314243959054785, 48.87589280905301]]], ""type"": ""Polygon""}";48.87591299770976, 2.314085470474798
EC141662;75020;2019-10-16;2020-11-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;1311.57;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;123621;97842;"{""coordinates"": [[[2.4074980119409486, 48.87633810215141], [2.4074666106674703, 48.87642833480259], [2.4084808109543463, 48.87678625117513], [2.408713882054513, 48.87671864345269], [2.407744382877918, 48.8763757495747], [2.4074980119409486, 48.87633810215141]]], ""type"": ""Polygon""}";48.87656300393663, 2.4080614569369705
EC143042;75018;2019-12-16;2020-09-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;17.63;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;124875;98839;"{""coordinates"": [[[2.3561945653358807, 48.884275980964595], [2.356191469170241, 48.8843030583783], [2.356273563336275, 48.88430873567889], [2.3562762919559748, 48.88428347832637], [2.3561945653358807, 48.884275980964595]]], ""type"": ""Polygon""}";48.88429277923261, 2.3562334937647136
EC99923;75004;2019-03-04;2019-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;242.56;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;86532;67093;"{""coordinates"": [[[2.348670866531342, 48.85734723627559], [2.3486364657285854, 48.85740795486673], [2.3487415780358036, 48.857418203092166], [2.3490237356941535, 48.85734289514203], [2.3490182799900863, 48.8572961909505], [2.348996617309009, 48.85730404135027], [2.3489331563508036, 48.85727409754983], [2.348670866531342, 48.85734723627559]]], ""type"": ""Polygon""}";48.85734925910148, 2.3488322905493075
EC145376;75015;2019-11-25;2019-11-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;498.61;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;126886;100433;"{""coordinates"": [[[2.3019499796481977, 48.8478895312398], [2.3019203862223385, 48.84788389404121], [2.301886110131946, 48.84786730045101], [2.3018510698591976, 48.847804709859204], [2.301877902412127, 48.8477588739011], [2.3014538808508767, 48.84788982303328], [2.3014521356734927, 48.84791713549551], [2.3015356779063203, 48.84796452683014], [2.3015802358261643, 48.847986189094534], [2.301686448482053, 48.84798954134399], [2.301958075853783, 48.84790323980262], [2.3019499796481977, 48.8478895312398]]], ""type"": ""Polygon""}";48.84789302916971, 2.301703708570676
EC69698;75019;2018-09-01;2019-07-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;214.36;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;61126;46977;"{""coordinates"": [[[2.370315185862944, 48.8800807289655], [2.3703504340477246, 48.88008395049509], [2.3703598379754576, 48.87933782257411], [2.370324559710066, 48.8793371307024], [2.370315185862944, 48.8800807289655]]], ""type"": ""Polygon""}";48.87970991191365, 2.3703375143385226
EC127560;75012;2019-08-05;2020-07-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;211.11;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;110856;87895;"{""coordinates"": [[[2.365383544170025, 48.84699237458927], [2.3653273715408654, 48.84696420371715], [2.365309860969158, 48.8470021473604], [2.3652763100542753, 48.84709090325023], [2.3652670162124934, 48.84718782088172], [2.365283410904393, 48.84724094477403], [2.3653201042517913, 48.847294176346125], [2.365357331263877, 48.847303480720925], [2.3653584749097725, 48.84714276889838], [2.365393119034933, 48.84699925599998], [2.365383544170025, 48.84699237458927]]], ""type"": ""Polygon""}";48.847129320202825, 2.3653263874975217
