identifiant commerce;point geo;dea_jour_fermeture;dea_numero_rue_livraison;dea_code_postal_livraison;dea_commune_livraison;dea_nom_commerce
520656;48.872522, 2.373632;;34 Bd  de Strasbourg;75010;Paris;Le Royal Strasbourg
530360;48.8106, 2.414328;Lundi;175 rue Paul Vaillant Couturier;94140;Alfortville;Tabac de la Mairie
530468;48.77925, 2.27773;Lundi;99 Av. de la Division Leclerc;92290;Châtenay-Malabry;LE Longchamp
540004;48.884468, 2.406968;Dimanche;5 Av. Faidherbe;93310;Le-Pré-Saint-Gervais;Tabac du Babylone
540186;48.904633, 2.338298;Jeudi;67 Av. Gabriel Péri;93400;Saint-Ouen;Tabac L'Élégance
510267;48.873091, 2.344131;Dimanche;65 rue de Maubeuge;75009;Paris;L'Energie
510284;48.796689, 2.141748;;3 Pl. d'Isigny;78000;Versailles;Chez Ludo et Dia
510450;48.873091, 2.344131;Dimanche;19 rue de Clichy;75009;Paris;Le Hollywood
510534;48.819205, 2.287589;;4 rue Jean Jaurès;92170;Vanves;Le Maine-Anjou
510621;48.90196, 2.299159;Lundi;1 Pl. de la République;92110;Clichy;Tbc de la République
510624;48.894782, 2.322923;Dimanche;22 Bd Gouvion-St-Cyr;75017;Paris;La Rose des Sables
510659;48.884769, 2.335947;Dimanche;29 rue Ramey;75018;Paris;Le Calumet
520126;48.892324, 2.540729;Jeudi;162 All. de Montfermeil;93220;Gagny;Le Chavannes
520251;48.8491, 2.371086;Dimanche;6 Cour de Vincennes;75012;Paris;Tabac des Colonnes
520313;48.842835, 2.570692;Dimanche;CCial du Champy-9 all Bat Hildevert;93160;Noisy-le-Grand;L‘Européen
520340;48.854294, 2.438276;Dimanche;35 Bd  Aristide Briand;93100;Montreuil;Tabac-Presse
520386;48.856924, 2.584116;Lundi;1  Av. des Pyramides C.CIAL CARR;77420;Champs-sur-Marne;L'Harmonie
520559;48.818074, 2.541709;Lundi;85 Av. de la République;94500;Champigny-sur-Marne;Tabac de l' Avenue
520568;48.956737, 2.375803;Dimanche;76 rue Jean Jaurès;93240;Stains;Le Royal FV
520619;48.909659, 2.434088;Lundi;7 Pl des Nations Unies;93000;Bobigny;Le Divin
520638;48.881857, 2.416383;;76 rue de Paris;93260;Les Lilas;Le Calumet
520639;48.852471, 2.404497;Dimanche;127 Av. Gambetta;75020;Paris;Civette de Pelleport
530140;48.849498, 2.347052;Dimanche;21 Bd Saint-Michel;75005;Paris;La Corona
530378;48.8106, 2.414328;Lundi;106 rue Véron;94140;Alfortville;Le Fortville
530486;48.839047, 2.332933;Dimanche;92 rue Didot;75014;Paris;Le Marigny
530495;48.839047, 2.332933;;179 rue d' Alésia;75014;Paris;Le bardinet
530539;48.784344, 2.381742;Dimanche;25 Av. Lucien Francais;94400;Vitry-sur-Seine;Le Francais
530585;48.690001, 2.317861;;52 54 R.du Pdt François Mitterand;91160;Longjumeau;Le Monaco
540335;48.935736, 2.426595;Dimanche;30 Av. de la Division Leclerc;93350;Le Bourget;Bar Tabac l'Aviatic
540543;48.816396, 2.384721;Dimanche;3 rue Pierre Curie;94200;Ivry-sur-Seine;Le Balto
540595;48.786791, 2.330118;Dimanche;11 Pl. Gambetta;94230;Cachan;Tabac de la Mairie
510300;48.86797, 2.27538;Dimanche;126 Bd Murat;75016;Paris;La Vitole
510383;48.827616, 2.242153;Dimanche;143 rue de Silly;92100;Boulogne-Billancourt;Le Silly
510636;48.819445, 2.247853;;3 Cours l'Ancienne Boulangerie;92130;Issy-les-Moulineaux;Tabac Saint-Germain
510641;48.875598, 2.194162;Dimanche;74 rue des Bons Raisins;92500;Rueil-Malmaison;Tabac de l'Arsenal
520245;48.872522, 2.373632;;10 rue du 8 Mai 1945;75010;Paris;La Consigne
520253;48.824282, 2.537435;Dimanche;12 Pl. de la Gare;94350;Villiers-sur-Marne;Tabac de La Gare
520529;48.852471, 2.404497;Lundi;142 Bd  de Ménilmontant;75020;Paris;Tabac Au Balcon
520544;48.967811, 2.39313;Dimanche;23 Av. de la Commune de Paris;95140;Garges-lès-Gonesse;Tabac du Centre
530036;48.813513, 2.449794;Dimanche;1 R.Eugène Renault;94700;Maisons-Alfort;Au Petit Caporal
530193;48.80992, 2.335137;Jeudi;14 Av. du Chaperon Vert;94110;Arcueil;Le Chaperon Vert
530253;48.816396, 2.384721;Dimanche;8 rue Raspail;94200;Ivry-sur-Seine;Brasserie des Sports
530255;48.819501, 2.322161;;39 Av. de la République;92120;Montrouge;Le Petit Paris
530277;48.822205, 2.421542;Lundi;56Ter Av.Mar. de Lattre de Tassigny;94410;Saint-Maurice;Royal St Maurice
530398;48.831735, 2.367073;Dimanche;65 Bd Kellermann;75013;Paris;Tabac Store 65
530409;48.788663, 2.282858;Dimanche;22 rue Boucicaut;92260;Fontenay-aux-Roses;ALPHA
530429;48.839047, 2.332933;Dimanche;41 Av. du Gén. Leclerc;75014;Paris;Tabac des Catacombes
530501;48.856246, 2.323946;;15 Av. Rapp;75007;Paris;La Civette de l'Alma
530592;48.858354, 2.344695;;200 rue de Rivoli;75001;Paris;Tabac des Tuileries
540007;48.881857, 2.416383;Lundi;40 Bd du Général Leclerc;93260;Les Lilas;Le Royal
540028;48.854294, 2.438276;Mercredi;148 rue des Ruffins;93100;Montreuil;La Paix
540124;48.771928, 2.380104;Mercredi;2BIS Av. du 25 août 1944;94320;Thiais;Tabac 3 F
540255;48.880661, 2.377187;;1 Av. Laumière;75019;Paris;Le Marigny
540360;48.839047, 2.332933;Dimanche;108 rue Didot;75014;Paris;Le Maryland
510240;48.881508, 2.232296;Dimanche;4 Cours Valmy;92800;Puteaux;Le Valmy
510583;48.853806, 2.293985;Dimanche;1 rue des Morillons;75015;Paris;L‘Ariel
510609;48.894782, 2.322923;Dimanche;94 Bd de Courcelles;75017;Paris;Cave à Cigares
510651;48.875598, 2.194162;Mercredi;46 rue Gallieni;92500;Rueil-Malmaison;Le Jubillé 3
520163;48.999638, 2.374782;Dimanche;83 rue Pierre Brossolette;95200;Sarcelles;Le Celtique
520177;48.967811, 2.39313;Dimanche;17 rue de Verdun;95140;Garges-lès-Gonesse;Tabac du Vieux Pays
520293;48.869408, 2.552452;Dimanche;10 Bd du Mar. Foch;93330;Neuilly-sur-Marne;La Terrasse
520352;48.962282, 2.316664;Lundi;10 Av. de la Division Leclerc;95170;Deuil-la-Barre;Le Vizir
520391;48.880661, 2.377187;Dimanche;146 Av. Jean Jaurès;75019;Paris;Le Concorde
520458;48.915679, 2.481798;Dimanche;24 Av. Suzanne Buisson;93140;Bondy;Tabac Suzanne
520547;48.909659, 2.434088;;203 Av. Jean Jaurès;93000;Bobigny;Tabac le Jaurès
520556;48.843492, 2.505362;;137 Av. du Général de Gaulle;94170;Le Perreux-sur-Marne;Le Jean Bart
520560;48.880472, 2.488725;Samedi;22 Av. de la République;93110;Rosny-sous-Bois;Le Café de la Gare
520581;48.90645, 2.496487;;2 Av. Victor Hugo;93320;Les Pavillons-sous-Bois;Tabac d' Hugo
520630;48.818074, 2.541709;;1 Av. du Général de Gaulle;94500;Champigny-sur-Marne;La Fouchette
520633;48.860773, 2.385278;;130 Bd  Voltaire;75011;Paris;Le Voltaire
530236;48.8106, 2.414328;Dimanche;25 Pl. Salvador Allende;94140;Alfortville;Le Centre Ville
530280;48.849498, 2.347052;Lundi;77 rue Monge;75005;Paris;Le Monge
530376;48.779411, 2.318471;Mercredi;70 Av. Galois;92340;Bourg-la-Reine;Café des Sports
530391;48.738695, 2.255537;;28 rue d'Estienne d'Orves;91370;Verrières-le-Buisson;Au Buisson
530392;48.831735, 2.367073;Dimanche;58 rue Jeanne d'Arc;75013;Paris;Le Narval
530420;48.8106, 2.414328;;16 rue Charles de Gaulle;94140;Alfortville;Le Royal 16
530430;48.849498, 2.347052;;97 Bd Saint-Michel;75005;Paris;Le Bac Saint-Michel
530512;48.831735, 2.367073;;75 rue Patay;75013;Paris;Tabac de Patay
540365;48.839047, 2.332933;Dimanche;32 rue de la Sablière;75014;Paris;La Sablière
510596;48.915494, 2.298299;;63 Av. des Grésillons;92230;Gennevilliers;Le Havane
510602;48.880008, 2.203497;Dimanche;43 rue des Aubépines;92000;Nanterre;Tabac Loto Presse
520033;48.85812, 2.512732;Dimanche;64 Av. Daniel Perdrige;93360;Neuilly-Plaisance;Le Madrigal
520402;48.860773, 2.385278;;88BIS Av. Parmentier;75011;Paris;Paristar
520464;48.921914, 2.539255;Lundi;5 Bd  Marx Dormoy;93190;Livry-Gargan;Le Rocher
520492;48.88236, 2.620064;;2 Av. de la Résistance;77500;Chelles;Tabac Le Larzac
520557;48.852471, 2.404497;;93 rue d'Avron;75020;Paris;Le Narval
520645;48.880661, 2.377187;Mercredi;2 Av de la Porte Brunet;75019;Paris;Tabac Civette Brunet
520658;48.843492, 2.505362;;48 Av. Ledru Rollin;94170;Le Perreux-sur-Marne;Tabac du Parc
530006;48.751833, 2.32521;Dimanche;44 Bd Pasteur;94260;Fresnes;Librairie Peupleraie
530033;48.742341, 2.458465;Dimanche;70 Av. Henri Barbusse;94460;Valenton;Le Val Pompadour
530159;48.831735, 2.367073;Dimanche;215 rue de Tolbiac;75013;Paris;Journaux - Presse
530471;48.737834, 2.398297;Dimanche;46 rue du Commerce;94310;Orly;Le Narval
530555;48.831735, 2.367073;;10 Pl Pinel;75013;Paris;Civette Nationale
530587;48.801869, 2.475841;Dimanche;1 Pl. de Rimini;94100;Saint-Maur-des-Fossés;Le Gambetta
540095;48.804137, 2.460826;Mardi;103 rue du Gén. Leclerc;94000;Créteil;Le Diplomate
540184;48.90196, 2.299159;Dimanche;45 Bd Jean Jaurès;92110;Clichy;Le Havane
540474;48.856246, 2.323946;Dimanche;5 Av. de Suffren;75007;Paris;Le Castel
540615;48.877055, 2.249204;Dimanche;54 Av. du Roule;92200;Neuilly-sur-Seine;Le Marly
510365;48.853806, 2.293985;;75 rue Labrouste;75015;Paris;Le Wilson
510488;48.90196, 2.299159;Dimanche;11 rue Georges Seurat;92110;Clichy;Au Ptit Creux Gourma
510556;48.8491, 2.371086;Dimanche;240 rue du Charenton;75012;Paris;Le Dugommier
510607;48.790711, 2.221407;Mercredi;8 rue Saint-Exupéry;92360;Meudon-la-Forêt;Tabac Saint Exupéry
510631;48.798248, 2.192895;;766 Av. Roger Salengro;92370;Chaville;Tabac de la Paix
510662;48.853806, 2.293985;Dimanche;37 rue Lecourbe;75015;Paris;Tabac Lecourbe
520512;48.818074, 2.541709;Lundi;182 Av. Maurice Thorez;94500;Champigny-sur-Marne;Le Prestige
520523;48.956737, 2.375803;;60 rue Parmentier;93240;Stains;Le Celtique
520611;48.850727, 2.643369;Dimanche;6 All. Jean Baptiste Colbert;77200;Torcy;Tabac de la Mairie
530204;48.718772, 2.439216;;2 rue du Pdt Robert Lakota;91270;Vigneux-sur-Seine;L'Express
540633;48.872522, 2.373632;Dimanche;88 rue du Faubourg-Saint-Martin;75010;Paris;Le Coq D'Or
510178;48.824202, 2.220115;Lundi;38 Route du Pavé des Gardes;92310;Sèvres;Le Pavé des Gardes
510332;48.960601, 2.274468;Dimanche;34 Av. du Mar. Foch;95100;Argenteuil;Le Bistrot
510417;48.926672, 2.261993;Lundi;9 Av. de l'Agent Sarre;92700;Colombes;Tabac de la Gare
510449;48.86797, 2.27538;;15 rue Singer;75016;Paris;Le Diplomate
510468;48.926672, 2.261993;;41 rue Saint-Denis;92700;Colombes;Tabac aux sports
510548;48.884769, 2.335947;;18 Av. de Clichy;75018;Paris;La Divette de Clichy
510574;48.960601, 2.274468;;57 Av. de Stalingrad;95100;Argenteuil;Tabac d'Orgemont
510665;48.894782, 2.322923;Dimanche;55 Bd Pereire;75017;Paris;Tabac Le Tocqueville
520070;48.818074, 2.541709;Dimanche;2 Pl. Rodin;94500;Champigny-sur-Marne;Tabac du Bois l'Abbé
520112;48.967657, 2.357364;Dimanche;80 Av. Lénine;93380;Pierrefitte-sur-Seine;Le Fuégo
520170;48.982847, 2.453323;Dimanche;35 rue du Général Leclerc;95500;Gonesse;Le Maracana
520370;48.915368, 2.551732;Dimanche;4 All. de Gagny (C.Cial);93390;Clichy-sous-Bois;Tabac  Marronniers
520517;48.843492, 2.505362;Dimanche;219 Av. Pierre Brossolette;94170;Le Perreux-sur-Marne;Bar-Tabac Le Start
520582;48.8491, 2.371086;Dimanche;2 Pl. de la Nation;75012;Paris;Tabac du Canon
530336;48.849498, 2.347052;Samedi;13 rue Monge;75005;Paris;Tabac de la Mutualit
530387;48.831735, 2.367073;;2 rue Jeanne d'Arc;75013;Paris;Le Jeanne d' Arc
530525;48.852773, 2.340696;;50-52 rue du Cherche-Midi;75006;Paris;Cherche Midi Presse
530574;48.804452, 2.351878;Dimanche;25 Av. Charles Gide;94270;Le Kremlin-Bicêtre;Tabac La Plume Verte
540066;48.852471, 2.404497;Dimanche;8 rue Henri Duvernois;75020;Paris;Tabac Alexandre
540107;48.804137, 2.460826;Dimanche;2 rue Saint-Simon;94000;Créteil;L'Interlude
540388;48.778134, 2.236447;Samedi;82 Av. Henri Barbusse;92140;Clamart;Le Fleury
540422;48.86797, 2.27538;Dimanche;39 rue de Passy;75016;Paris;La Favorite
510321;48.877615, 2.312373;;5 BIS rue du Rocher;75008;Paris;Le Rocher St-Lazare
510339;48.873091, 2.344131;Dimanche;10 rue Drouot angle 4R. Rossini;75009;Paris;Café Drouot
510407;48.897048, 2.241683;Samedi;36BIS Square des Corolles;92400;Courbevoie;Presse Le Protocole
510451;48.892534, 2.281958;;57 rue Jean Jaurès;92300;Levallois-Perret;Le Lonchamps
510521;48.819445, 2.247853;Dimanche;58 Av. Victor Cresson;92130;Issy-les-Moulineaux;Le Porte Plume
510528;48.936836, 2.171536;;CCial Carrefour - 6 place Stendhal;78500;Sartrouville;Librairie des Indes
510575;48.877615, 2.312373;Dimanche;68 rue de la Boétie;75008;Paris;Saint Philippe Roule
510645;48.880008, 2.203497;Dimanche;27 Bd du gèn. Leclerc;92000;Nanterre;la Civette de L'Ile
520099;48.847656, 2.618331;Dimanche;37 Cours des Roches;77186;Noisiel;L'étoile des Roches
520497;48.860773, 2.385278;;21 rue Daval;75011;Paris;Tabac Bastille
520572;48.8491, 2.371086;;247 rue de Charenton;75012;Paris;Bar Tabac Le Narval
530169;48.858354, 2.344695;Dimanche;6 rue Croix des Petits Champs;75001;Paris;Le Petit Flore
530395;48.856246, 2.323946;Dimanche;41 Av. Duquesne;75007;Paris;Le Paris Duquesne
530441;48.751833, 2.32521;;57 Av.de la République;94260;Fresnes;Le Diplomate
530503;48.808009, 2.281393;;80 Av. Marcellin Bethelot;92320;Châtillon;La Tabatière
530521;48.852773, 2.340696;;54 rue Notre Dame des Champs;75006;Paris;La Civette Brea
540269;48.880661, 2.377187;Dimanche;125 Av. Simon Bolivar;75019;Paris;Le Bolivar
540391;48.818497, 2.302658;Dimanche;29 Bd de Stalingrad;92240;Malakoff;Librairie - Presse
540430;48.827616, 2.242153;Dimanche;22 rue Denfert-Rochereau;92100;Boulogne-Billancourt;Le Bleu
540563;48.8491, 2.371086;Dimanche;2 Bd. de Picpus;75012;Paris;Iris Café
540627;48.86797, 2.27538;Dimanche;8 Pl. de la Porte de Saint-Cloud;75016;Paris;Le Tabac du Terminus
510010;48.913623, 2.292275;Dimanche;66 rue de la Sablière;92600;Asnières-sur-Seine;Le Balto
510033;48.892534, 2.281958;Dimanche;26 rue Pierre Brossolette;92300;Levallois-Perret;Tabac du Parc
510210;48.873091, 2.344131;Dimanche;165 rue du Fbg Poissonnière;75009;Paris;La Royale
510317;48.877615, 2.312373;Dimanche;8 Av. de Wagram;75008;Paris;La Civette Wagram
510473;48.877055, 2.249204;Dimanche;91 rue Perronet;92200;Neuilly-sur-Seine;La Royale
510523;48.894782, 2.322923;Dimanche;161 rue Legendre;75017;Paris;Le Lutetia
510558;48.884769, 2.335947;;16 rue de Clignancourt;75018;Paris;Tabac Royal Moulin
520137;48.944878, 2.556817;Dimanche;10 Pl. de la Gare;93420;Villepinte;Café de La Gare
520143;48.915483, 2.467763;Jeudi;135 Av. Henri Barbusse;93700;Drancy;Le Chiquito
520203;48.909659, 2.434088;Dimanche;7 Pl. des Nations unies;93000;Bobigny;Tabac Presse Boutout
520377;48.848197, 2.417737;Dimanche;102 Av. du Général de Gaulle;94160;Saint-Mandé;Les Incorruptibles
520421;48.88079, 2.506624;Dimanche;16 Grande Rue;93250;Villemomble;Bar Monte Christo
520474;48.880661, 2.377187;;3 rue Lassus;75019;Paris;Tabac La Gitane
520490;48.880472, 2.488725;Lundi;0 2-4 rue du Général Gallieni;93110;Rosny-sous-Bois;Tabac de l'église
520498;48.852471, 2.404497;;38 rue Levert;75020;Paris;Le Chiquito
520578;48.8491, 2.371086;Dimanche;23 rue de Wattignies;75012;Paris;Le Disque Bleu
530381;48.79913, 2.319124;Lundi;11BIS Av. Louis Pasteur;92220;Bagneux;Le Paris Rome
530463;48.818497, 2.302658;;14 rue Gambetta;92240;Malakoff;Le Gambetta
530465;48.839047, 2.332933;;36 rue Delambre;75014;Paris;Tabac Edgar Quinet
530518;48.738695, 2.255537;Dimanche;18 Bis Bd Maréchal Juin;91370;Verrières-le-Buisson;Civette
530543;48.771928, 2.380104;Dimanche;CCial rte du Luxembourg, Belle épine;94320;Thiais;Love Tabac
530562;48.765389, 2.365802;Dimanche;2 Pl. Mar. de Lattre de Tassigny;94550;Chevilly-Larue;Mag Presse
530589;48.721688, 2.285249;;1 Avenue de l'Europe- Ccial Cora;91300;Massy;Tabac Horizon 3000
510484;48.819445, 2.247853;;76 rue Camille Desmoulins;92130;Issy-les-Moulineaux;Tabac - Presse
510611;48.881508, 2.232296;Dimanche;1 rue Chantecoq;92800;Puteaux;La Coupole d' Argent
510655;48.884769, 2.335947;Mardi;29 rue Tristan Tzara;75018;Paris;Cité de la Presse
520147;48.928676, 2.527589;Dimanche;2 rue Pierre Brossolette;93270;Sevran;Rougemont Presse
520228;48.949489, 2.66919;Lundi;74 rue Jean Jaurès;77410;Claye-Souilly;Espace Tabac
520261;48.854294, 2.438276;Dimanche;294 rue de Rosny;93100;Montreuil;Les Copains
520268;48.956737, 2.375803;Dimanche;95 Av. Jules Guesde;93240;Stains;Le Narval
520416;48.837954, 2.472565;Lundi;56 rue des Héros Nogentais;94130;Nogent-sur-Marne;Tabac du Marché
520495;48.872522, 2.373632;;125 Bd  de Magenta;75010;Paris;Le Balto
520520;48.839613, 2.52861;Samedi;1 Pl. Daguerre;94360;Bry-sur-Marne;La Navette de Bry
520631;48.8491, 2.371086;;157 rue de Charenton;75012;Paris;Le Triple 8
530130;48.77925, 2.27773;Dimanche;0 1-3 Av. de la Division Leclerc;92290;Châtenay-Malabry;Tabac Ecole Centrale
530233;48.780868, 2.525789;Dimanche;81-85 rte de Provins  C.C Pince Vent;94490;Ormesson-sur-Marne;Le Cigare- La Flamme
530340;48.858354, 2.344695;;30 Q. du Louvre;75001;Paris;Le Corona
530556;48.716083, 2.40649;;4 cour Joseph Dewalle;91200;Athis-Mons;Tabac le Plaisance
530558;48.781734, 2.358716;Dimanche;36 rue Marcel Grosmenil;94800;villejuif;Le Royal
540376;48.839047, 2.332933;;108 Bd du Montparnasse;75014;Paris;Tabac du Dôme
540598;48.842339, 2.192614;Dimanche;2 Av. Joffre;92380;Garches;Les Maréchaux
510487;48.827616, 2.242153;Dimanche;50 Av. Jean-Baptiste Clément;92100;Boulogne-Billancourt;Le Havane
510505;48.869491, 2.223011;;2 rue Merlin de Thionville;92150;Suresnes;Tabac de la Gare
510557;48.853806, 2.293985;;47 Bd de Grenelle;75015;Paris;La Gitane
520104;48.85812, 2.512732;Dimanche;46 Av. du Mar. Foch;93360;Neuilly-Plaisance;Tabac de La Poste
520542;48.90645, 2.496487;;132 Av. Aristide Briand;93320;Les Pavillons-sous-Bois;Tabac de L'église
520610;48.86853, 2.419924;;199 rue Robespierre;93170;Bagnolet;Le Central
520652;48.854294, 2.438276;;221 Bd Théophile Sueur;93100;Montreuil;Tabac de la Cité
530061;48.8106, 2.414328;Dimanche;122 rue Edouard Vaillant;94140;Alfortville;Le Vaillant
530096;48.839047, 2.332933;;66 rue Daguerre;75014;Paris;Le Naguère
530200;48.831735, 2.367073;Dimanche;12 rue Neuve Tolbiac;75013;Paris;Korum-Café
530383;48.849498, 2.347052;Dimanche;9 rue de Blainville;75005;Paris;Presse - Tabac
530470;48.852773, 2.340696;Dimanche;20 rue Littré;75006;Paris;Tabac WEN
530494;48.858354, 2.344695;;8 rue Saint Denis;75001;Paris;Le Tabac du Chatelet
530499;48.819501, 2.322161;;18 Pl. Jean Jaures;92120;Montrouge;Le Rond Point
530548;48.852773, 2.340696;;17 rue Dauphine;75006;Paris;Café Le Dauphine
510051;48.880008, 2.203497;Dimanche;276 Av. Georges Clémenceau;92000;Nanterre;Le Clémenceau
510265;48.926672, 2.261993;;44 Av. de Stalingrad;92700;Colombes;Aux Champarons
510422;48.884769, 2.335947;;228 rue de Championnet;75018;Paris;Le Café du Quartie
510423;48.853806, 2.293985;Dimanche;114 rue de la Convention;75015;Paris;Les Volutés
510438;48.853806, 2.293985;Dimanche;114 rue de Sèvres;75015;Paris;Tabac de New Nesles
510486;48.86797, 2.27538;;171 Av. de Versailles;75016;Paris;Le Royal Exelmans
510584;48.90196, 2.299159;;128 Bd Jean Jaurès;92110;Clichy;Le Chiquito
510586;48.908254, 2.251715;;2 rue Voltaire;92250;La Garenne-Colombes;Tabac du Marché
510590;48.827616, 2.242153;Dimanche;0 106-107 rue du point du jour;92100;Boulogne-Billancourt;Toute la presse
520013;48.860773, 2.385278;Dimanche;92 rue de la Roquette;75011;Paris;Madi's Sons
520086;48.806631, 2.573339;Dimanche;38 Av. Ardouin;94420;Le Plessis-Trévise;Plessis Presse
520195;48.8491, 2.371086;Dimanche;82 rue du faubourg saint-Antoine;75012;Paris;Le Rallye
520326;48.855626, 2.357026;Dimanche;9 rue du Temple;75004;Paris;Le Troquet du Temple
520436;48.843492, 2.505362;Mercredi;6 Pl. Robert Belvaux;94170;Le Perreux-sur-Marne;Tabac de La Gare
520457;48.8491, 2.371086;;1 rue de Reuilly;75012;Paris;Le Virginie
520545;48.93221, 2.405656;;1 rue Saint-Denis;93120;La Courneuve;Tabac des 6 Routes
520576;48.837954, 2.472565;Lundi;186 Grande Rue Charles De Gaulle;94130;Nogent-Sur-Marne;Tabac Le Brazza
520612;48.8491, 2.371086;;58 Av. Ledru Rollin;75012;Paris;Le Royal Tabac
520654;48.860773, 2.385278;Dimanche;41 rue de la Roquette;75011;Paris;Tabac Roquette
530322;48.849498, 2.347052;Dimanche;54 Bd Saint-Germain;75005;Paris;Tabac St-Germain
530523;48.716083, 2.40649;Dimanche;1 rue des Froides Bouillies;91200;Athis-Mons;Le Noyer Renard
530546;48.804137, 2.460826;Mardi;63 rue Chéret;94000;Créteil;Café du Bonheur
530561;48.771928, 2.380104;;9 Pl. du Marché;94320;Thiais;Bar du Marché
540265;48.880661, 2.377187;Dimanche;107 rue Manin;75019;Paris;Tabac Le Rallye
540336;48.93221, 2.405656;Dimanche;2 Av. Jean Mermoz;93120;La Courneuve;Tabac Le Muratti
540653;48.849498, 2.347052;Dimanche;14 Bd de L'Hopital;75005;Paris;Tabac de l'Arrivée
510196;48.853806, 2.293985;Lundi;59 Bd Lefebvre;75015;Paris;Le Marigny
510392;48.881508, 2.232296;Lundi;118 Av. du Président Wilson;92800;Puteaux;Le Montalegre
510426;48.853806, 2.293985;Dimanche;1 rue Mademoiselle;75015;Paris;Le Celtic
510565;48.877615, 2.312373;Samedi;46 rue de Laborde;75008;Paris;Tabac Haussmann
510627;48.894782, 2.322923;;47 rue Jouffroy d'Abbans;75017;Paris;Le Jouffroy
520363;48.893158, 2.412544;Mardi;3 rue Ste Marguerite;93500;Pantin;Le Flash
520422;48.881093, 2.431978;Dimanche;1 Av. de Verdun;93230;Romainville;Le Carnot
520441;48.880661, 2.377187;;98 rue de l'Ourcq;75019;Paris;Tabac de l'Ourcq
520552;48.850727, 2.643369;Dimanche;23 rue de la Mogotte;77200;Torcy;Tabac du Clos
520553;48.921989, 2.370849;;63 rue du Moutier;93300;Aubervilliers;Le Real
520555;48.93221, 2.405656;Dimanche;39 Bd  Pasteur;93120;La Courneuve;Tabac le Jollois
520586;48.872522, 2.373632;;262 rue du Faubourg St-Martin;75010;Paris;Vallée de Vinales
530093;48.791424, 2.568071;Dimanche;CCial 14 Av. du Mar. Mortier;94510;La Queue-en-Brie;Aux livres Valentin
530249;48.831735, 2.367073;Dimanche;34 rue de Tolbiac;75013;Paris;Tabac Tolbiac
530455;48.856246, 2.323946;;74 rue de Sèvres;75007;Paris;Le Balto
530487;48.816396, 2.384721;Dimanche;14 Av. de Verdun;94200;Ivry-sur-Seine;L'Escale
530526;48.804137, 2.460826;Dimanche;65 Av. François Mitterrand;94000;Créteil;La Bonne Fortune
530568;48.77925, 2.27773;;432 Av. de la Division Leclerc;92290;Châtenay-Malabry;Le Jean Nicot
530569;48.714472, 2.363619;;7 Pl. Henri Barbusse;91550;Paray-Vieille-Poste;Café Hotel de Ville
530570;48.816396, 2.384721;;82 Bd Paul Vaillant Couturier;94200;Ivry-sur-Seine;La Bonne Fortune
540191;48.917975, 2.362521;;222 Av. du président Wilson;93210;La Plaine-Saint-Denis;Le Royal Club
540200;48.877055, 2.249204;Dimanche;6 rue du Château;92200;Neuilly-sur-Seine;Le Brazza
540570;48.864056, 2.355819;Dimanche;1 rue de Bretagne;75003;Paris;Le Progrès
510050;48.842339, 2.192614;Dimanche;79 rue du 19 Janvier;92380;Garches;Tabac du Golf
510350;48.913623, 2.292275;;110 rue des Bourguignons;92600;Asnières-sur-Seine;Le Cyrano
510397;48.960601, 2.274468;Dimanche;155 Av. Maurice Utrillo;95100;Argenteuil;Les Jardinsde la Gar
510518;48.852471, 2.404497;Dimanche;135 rue de Ménilmontant;75020;Paris;Le Réveil Matin
510529;48.855626, 2.357026;Dimanche;53 rue Saint Paul;75004;Paris;La maison du Marais
510540;48.819445, 2.247853;;19 rue Jean-Pierre Timbaud;92130;Issy-les-Moulineaux;Espace Tabac
510559;48.877615, 2.312373;Dimanche;11 rue de Lisbonne;75008;Paris;Tabac de l'Europe
510668;48.913623, 2.292275;Dimanche;31 rue d'Anjou;92600;Asnières-sur-Seine;Le Rapide
520311;48.855626, 2.357026;;26 rue de Rivoli;75004;Paris;Tabac-Loto-Presse
520481;48.860773, 2.385278;;16 rue du Faubourg du Temple;75011;Paris;L'Harmonie
520546;48.851236, 2.450921;Jeudi;72 Bd  de Verdun;94120;Fontenay-sous-Bois;Tabac Le Verdun
520549;48.818074, 2.541709;Lundi;18 rue Albert Thomas;94500;Champigny-sur-Marne;Tabac Au Scribe
520564;48.889799, 2.465743;Dimanche;33 Av. Gallieni;93130;Noisy-le-Sec;Le Magnanou
520592;48.855626, 2.357026;Lundi;25 rue de Turennes;75004;Paris;Tabac des Vosges
520596;48.956737, 2.375803;Dimanche;80 Bd  Maxime Gorki;93240;Stains;Tabac Le Pomelo
