Code INSEE;Commune;Population municipale;Année
77445;SAVIGNY LE TEMPLE;828;1968
77446;SAVINS;335;1968
77459;SOURDUN;731;1968
77471;TOUSSON;353;1968
77525;VINANTES;201;1968
78107;BREVAL;738;1968
78146;CHATOU;22619;1968
78163;CIVRY LA FORET;200;1968
78245;FONTENAY MAUVOISIN;136;1968
78337;LIMETZ VILLEZ;733;1968
78152;CHAVENAY;1629;1982
78209;EMANCE;556;1982
78466;ORGEVAL;3936;1982
78545;SAINT-CYR-L'ECOLE;14996;1982
78564;SAINT-MARTIN-DE-BRETHENCOURT;388;1982
78565;SAINT-MARTIN-DES-CHAMPS;300;1982
91103;BRETIGNY-SUR-ORGE;21650;1999
91114;BRUNOY;23617;1999
91247;LA FORET-LE-ROI;357;1999
91458;NOZAY;4275;1999
91692;LES ULIS;25785;1999
93055;PANTIN;49919;1999
94002;ALFORTVILLE;36232;1999
94017;CHAMPIGNY-SUR-MARNE;74237;1999
94019;CHENNEVIERES-SUR-MARNE;17837;1999
94021;CHEVILLY-LARUE;18149;1999
94059;LE PLESSIS-TREVISE;16656;1999
95056;BELLOY-EN-FRANCE;1536;1999
95197;DEUIL-LA-BARRE;20160;1999
95288;GROSLAY;7385;1999
95306;HERBLAY;23083;1999
95504;PRESLES;3728;1999
95585;SARCELLES;57871;1999
75103;PARIS 3E  ARRONDISSEMENT;34248;1999
77004;ANDREZEL;365;1999
77050;BRANSLES;463;1999
77093;LA CHAPELLE-MOUTILS;324;1999
77109;CHENOISE;1200;1999
77116;CHOISY-EN-BRIE;1152;1999
77123;COMPANS;724;1999
77180;FEROLLES-ATTILLY;1032;1999
77183;LA FERTE-SOUS-JOUARRE;8584;1999
77214;GRESSY;813;1999
77251;LIEUSAINT;6365;1999
77401;SAINTE-AULDE;516;1999
77419;SAINT-MAMMES;3084;1999
77434;SAINT-SAUVEUR-LES-BRAY;287;1999
77439;SALINS;916;1999
77467;LA TOMBE;222;1999
77481;VANVILLE;184;1999
77491;VENEUX-LES-SABLONS;4617;1999
78005;ACHERES;18942;1999
78107;BREVAL;1646;1999
78238;FLINS-SUR-SEINE;2207;1999
78269;GAZERAN;1156;1999
78382;MAURECOURT;3493;1999
78383;MAUREPAS;19586;1999
78397;LE MESNIL-SAINT-DENIS;6518;1999
78442;NEAUPHLE-LE-CHATEAU;2771;1999
78460;OINVILLE-SUR-MONTCIENT;1131;1999
78502;LE PORT-MARLY;4412;1999
78618;TILLY;439;1999
77012;AUGERS-EN-BRIE;176;1975
77032;BETON-BAZOCHES;557;1975
77086;LA CHAPELLE-GAUTHIER;545;1975
77093;LA CHAPELLE-MOUTILS;268;1975
77124;CONCHES;1234;1975
77150;CUISY;171;1975
77181;FERRIERES;1031;1975
77186;FONTAINEBLEAU;16778;1975
77202;LA GENEVRAYE;507;1975
77235;JAIGNES;165;1975
77285;LE MEE-SUR-SEINE;10056;1975
77308;MONTGE-EN-GOELE;459;1975
77322;MOUSSY-LE-NEUF;1725;1975
77391;ROUILLY;400;1975
77393;ROZAY-EN-BRIE;1768;1975
77402;SAINT-BARTHELEMY;205;1975
77408;SAINT-FIACRE;332;1975
77427;SAINT-MESMES;214;1975
77431;SAINT-PIERRE-LES-NEMOURS;3713;1975
77468;TORCY;4800;1975
77481;VANVILLE;91;1975
77506;VILLEMER;466;1975
78082;BOISSY-MAUVOISIN;309;1975
78147;CHAUFOUR-LES-BONNIERES;185;1975
78165;LES CLAYES-SOUS-BOIS;14695;1975
78269;GAZERAN;673;1975
78296;GUITRANCOURT;333;1975
78310;HOUDAN;2873;1975
78324;JOUY-MAUVOISIN;277;1975
78346;LONGNES;682;1975
78591;SEPTEUIL;1546;1975
78605;TACOIGNIERES;512;1975
91069;BOIGNEVILLE;367;1975
91103;BRETIGNY-SUR-ORGE;19572;1975
91215;EPINAY-SOUS-SENART;14865;1975
91347;LONGPONT-SUR-ORGE;3220;1975
91508;PUISELET-LE-MARAIS;126;1975
91552;SAINT-GERMAIN-LES-ARPAJON;5949;1975
91599;SOISY-SUR-ECOLE;830;1975
91654;VIDELLES;508;1975
94047;MANDRES-LES-ROSES;1896;1975
94068;SAINT-MAUR-DES-FOSSES;80920;1975
95063;BEZONS;25193;1975
95157;CHERENCE;117;1975
95199;DOMONT;10897;1975
95306;HERBLAY;16397;1975
95422;MONTGEROULT;316;1975
95489;PISCOP;522;1975
95612;LE THILLAY;2762;1975
95678;VILLIERS-ADAM;590;1975
77028;BEAUTHEIL;303;1968
77031;BERNAY EN BRIE;231;1968
77134;COURCHAMP;100;1968
77136;COURQUETAINE;146;1968
77182;LA FERTE GAUCHER;3258;1968
77219;GUERARD;913;1968
77294;MITRY MORY;13122;1968
77306;MONTEREAU SUR LE JARD;240;1968
77396;RUPEREUX;89;1968
77400;SAINT AUGUSTIN;579;1968
77403;SAINT BRICE;474;1968
77407;SAINT FARGEAU PONTHIERRY;5611;1968
77419;SAINT MAMMES;2694;1968
77436;SAINT SIMEON;563;1968
77452;SIGY;66;1968
77483;VARREDDES;1004;1968
77504;VILLEMARECHAL;361;1968
77511;VILLENEUVE SOUS DAMMARTIN;299;1968
78048;BAZAINVILLE;512;1968
78192;DAMMARTIN EN SERVE;454;1968
78224;L'ETANG LA VILLE;2506;1968
78230;LA FALAISE;430;1968
78234;FLACOURT;91;1968
78289;GROSROUVRE;462;1968
78418;MONTESSON;9353;1968
78466;ORGEVAL;2106;1968
78478;PARAY DOUAVILLE;161;1968
78501;PORCHEVILLE;1779;1968
78615;THIVERVAL GRIGNON;639;1968
91111;BRIIS SOUS FORGES;1059;1968
91135;CHAMPCUEIL;1147;1968
91156;CHEPTAINVILLE;734;1968
91179;LE COUDRAY MONTCEAUX;998;1968
91243;FONTENAY LES BRIIS;929;1968
91284;LES GRANGES LE ROI;374;1968
91293;GUIGNEVILLE SUR ESSONNE;128;1968
91463;ONCY;346;1968
91471;ORSAY;12087;1968
91546;SAINT CYR SOUS DOURDAN;459;1968
91635;VAUHALLAN;1757;1968
91666;VILLEJUST;793;1968
91691;YERRES;18206;1968
92026;COURBEVOIE;58118;1968
94034;FRESNES;26847;1968
94070;SANTENY;774;1968
94074;VALENTON;10539;1968
95002;ABLEIGES;427;1968
95211;ENNERY;1379;1968
95241;FONTENAY EN PARISIS;717;1968
95543;SAINT CYR EN ARTHIES;126;1968
91086;BONDOUFLE;9477;2006
91274;GOMETZ-LA-VILLE;1030;2006
91338;LIMOURS;6283;2006
91374;MAROLLES-EN-BEAUCE;210;2006
91461;OLLAINVILLE;4570;2006
91495;PLESSIS-SAINT-BENOIST;306;2006
91577;SAINTRY-SUR-SEINE;5052;2006
91593;SERMAISE;1611;2006
91689;WISSOUS;5016;2006
93048;MONTREUIL;101587;2006
94067;SAINT-MANDE;22211;2006
94068;SAINT-MAUR-DES-FOSSES;75214;2006
95039;AUVERS-SUR-OISE;6956;2006
95309;HODENT;262;2006
95607;TAVERNY;26436;2006
95678;VILLIERS-ADAM;795;2006
75111;PARIS 11E  ARRONDISSEMENT;151421;2007
75118;PARIS 18E  ARRONDISSEMENT;191523;2007
77025;BAZOCHES-LES-BRAY;789;2007
77053;BRIE-COMTE-ROBERT;15630;2007
77060;BUTHIERS;750;2007
77071;CHAINTREAUX;856;2007
77143;CREGY-LES-MEAUX;4222;2007
77170;EPISY;503;2007
77171;ESBLY;5552;2007
77212;GRAVON;136;2007
77220;GUERCHEVILLE;285;2007
77221;GUERMANTES;1289;2007
77255;LIVRY-SUR-SEINE;1898;2007
77307;MONTEVRAIN;5509;2007
77315;MONTRY;3237;2007
77326;NANDY;5903;2007
77380;PUISIEUX;285;2007
77395;RUMONT;127;2007
77397;SAACY-SUR-MARNE;1756;2007
77414;SAINT-HILLIERS;431;2007
77415;SAINT-JEAN-LES-DEUX-JUMEAUX;1213;2007
77427;SAINT-MESMES;527;2007
77494;VERNOU-LA-CELLE-SUR-SEINE;2673;2007
77517;VILLEVAUDE;1680;2007
77522;VILLIERS-SUR-SEINE;333;2007
78015;ANDRESY;12501;2007
78152;CHAVENAY;1840;2007
78417;MONTCHAUVET;290;2007
78437;MOUSSEAUX-SUR-SEINE;610;2007
78498;POISSY;37109;2007
78605;TACOIGNIERES;1027;2007
91075;BOIS-HERPIN;76;2007
91195;DANNEMOIS;820;2007
91198;D'HUISON-LONGUEVILLE;1327;2007
91414;MONNERVILLE;395;2007
91494;LE PLESSIS-PATE;3921;2007
91692;LES ULIS;24528;2007
93061;LE PRE-SAINT-GERVAIS;17244;2007
93066;SAINT-DENIS;100800;2007
94021;CHEVILLY-LARUE;19152;2007
94022;CHOISY-LE-ROI;37165;2007
95008;AINCOURT;913;2007
95012;AMENUCOURT;183;2007
95018;ARGENTEUIL;102572;2007
95183;COURDIMANCHE;6505;2007
95652;VIARMES;4767;2007
77004;ANDREZEL;317;2006
77012;AUGERS-EN-BRIE;299;2006
77049;BOUTIGNY;837;2006
77051;BRAY-SUR-SEINE;2092;2006
77057;BUSSIERES;497;2006
77173;ETREPILLY;824;2006
77200;GARENTREVILLE;96;2006
77211;GRANDPUITS-BAILLY-CARROIS;979;2006
77229;LA HOUSSAYE-EN-BRIE;1585;2006
77235;JAIGNES;327;2006
77259;LONGPERRIER;2273;2006
77335;CHAUCONIN-NEUFMONTIERS;2487;2006
77402;SAINT-BARTHELEMY;329;2006
77410;SAINT-GERMAIN-LAXIS;554;2006
77481;VANVILLE;177;2006
77515;VILLEROY;657;2006
77518;VILLIERS-EN-BIERE;214;2006
78010;LES ALLUETS-LE-ROI;1209;2006
78104;BREUIL-BOIS-ROBERT;696;2006
78269;GAZERAN;1162;2006
78278;GOUPILLIERES;433;2006
78281;GOUSSONVILLE;590;2006
78283;GRANDCHAMP;295;2006
78302;LA HAUTEVILLE;177;2006
78311;HOUILLES;30835;2006
78356;MAGNY-LES-HAMEAUX;8857;2006
78404;MILLEMONT;241;2006
78431;MORAINVILLIERS;2362;2006
78475;OSMOY;404;2006
78653;VICQ;295;2006
77018;BAILLY-ROMAINVILLIERS;371;1975
77022;BARBIZON;1189;1975
77058;BUSSY-SAINT-GEORGES;441;1975
77080;CHAMPCENEST;117;1975
77094;CHARMENTRAY;148;1975
77114;CHEVRY-COSSIGNY;1255;1975
77122;COMBS-LA-VILLE;11093;1975
77175;EVRY-GREGY-SUR-YERRE;805;1975
77257;LIZY-SUR-OURCQ;2695;1975
77281;MAUPERTHUIS;230;1975
77290;MERY-SUR-MARNE;374;1975
77291;LE MESNIL-AMELOT;1458;1975
77305;MONTEREAU-FAUT-YONNE;21568;1975
77328;NANTEAU-SUR-ESSONNE;252;1975
77369;POINCY;328;1975
77416;SAINT-JUST-EN-BRIE;71;1975
77421;SAINT-MARS-VIEUX-MAISONS;155;1975
77437;SAINT-SOUPPLETS;1122;1975
77440;SAMMERON;353;1975
77445;SAVIGNY-LE-TEMPLE;2881;1975
77446;SAVINS;305;1975
77459;SOURDUN;777;1975
77522;VILLIERS-SUR-SEINE;231;1975
78172;CONFLANS-SAINTE-HONORINE;31066;1975
78220;LES ESSARTS-LE-ROI;3254;1975
78299;HARDRICOURT;1636;1975
78380;MAULE;4185;1975
78524;ROCQUENCOURT;2030;1975
78545;SAINT-CYR-L'ECOLE;16537;1975
91044;BALLAINVILLIERS;1589;1975
91064;BIEVRES;4133;1975
91180;COURANCES;290;1975
91326;JUVISY-SUR-ORGE;13540;1975
91533;SACLAS;1201;1975
91560;SAINT-JEAN-DE-BEAUREGARD;224;1975
91602;SOUZY-LA-BRICHE;236;1975
91617;TIGERY;430;1975
91666;VILLEJUST;889;1975
91667;VILLEMOISSON-SUR-ORGE;4050;1975
92071;SCEAUX;19709;1975
93073;TREMBLAY-LES-GONESSE;26846;1975
95210;ENGHIEN-LES-BAINS;10712;1975
95316;JAGNY-SOUS-BOIS;183;1975
78498;Poissy;37466;2008
78505;Prunay-le-Temple;376;2008
78506;Prunay-en-Yvelines;806;2008
78686;Viroflay;16076;2008
91103;Brétigny-sur-Orge;22519;2008
91122;Bures-sur-Yvette;9691;2008
91130;Chalo-Saint-Mars;1136;2008
91179;Le Coudray-Montceaux;4430;2008
91654;Videlles;655;2008
92047;Marnes-la-Coquette;1680;2008
92049;Montrouge;46682;2008
92077;Ville-d'Avray;10861;2008
93013;Le Bourget;13610;2008
93078;Villepinte;35810;2008
94053;Noiseau;4426;2008
95141;Charmont;30;2008
95282;Gouzangrez;167;2008
95539;Saint-Brice-sous-Forêt;14306;2008
77004;Andrezel;310;2008
77068;Cessoy-en-Montois;218;2008
77086;La Chapelle-Gauthier;1416;2008
77108;Chelles;52765;2008
77113;Chevru;1102;2008
77168;Égreville;2143;2008
77181;Ferrières-en-Brie;2138;2008
77188;Fontaine-le-Port;915;2008
77224;Hautefeuille;325;2008
77235;Jaignes;326;2008
77246;Léchelle;541;2008
77326;Nandy;5852;2008
77366;Le Plessis-l'Évêque;243;2008
77450;Servon;2910;2008
77451;Signy-Signets;601;2008
77486;Vaudoy-en-Brie;814;2008
77514;Villeparisis;23879;2008
78071;Boinville-le-Gaillard;594;2008
78165;Les Clayes-sous-Bois;17222;2008
78206;Ecquevilly;4176;2008
78245;Fontenay-Mauvoisin;429;2008
78410;Moisson;918;2008
78416;Montalet-le-Bois;326;2008
75103;PARIS 3E  ARRONDISSEMENT;34576;2007
77034;BLANDY;753;2007
77139;COURTRY;5989;2007
77168;EGREVILLE;2109;2007
77175;EVRY-GREGY-SUR-YERRE;2262;2007
77193;FORFRY;245;2007
77208;GOUAIX;1419;2007
77236;JAULNES;333;2007
77248;LESCHES;664;2007
77276;MAREUIL-LES-MEAUX;1947;2007
77368;POIGNY;438;2007
77376;PRECY-SUR-MARNE;688;2007
77412;SAINT-GERMAIN-SUR-ECOLE;355;2007
77460;TANCROU;326;2007
77470;TOURNAN-EN-BRIE;8250;2007
77507;VILLENAUXE-LA-PETITE;456;2007
77510;VILLENEUVE-SAINT-DENIS;696;2007
78133;CHAMBOURCY;5844;2007
78162;CHOISEL;522;2007
78165;LES CLAYES-SOUS-BOIS;17275;2007
78192;DAMMARTIN-EN-SERVE;988;2007
78397;LE MESNIL-SAINT-DENIS;6622;2007
78407;MITTAINVILLE;627;2007
78524;ROCQUENCOURT;3267;2007
78569;SAINTE-MESME;838;2007
78646;VERSAILLES;86979;2007
78647;VERT;776;2007
91064;BIEVRES;4982;2007
91106;BREUX-JOUY;1230;2007
91186;COURSON-MONTELOUP;582;2007
91514;QUINCY-SOUS-SENART;7608;2007
91533;SACLAS;1798;2007
91577;SAINTRY-SUR-SEINE;5190;2007
91629;VALPUISEAUX;610;2007
91666;VILLEJUST;2174;2007
92072;SEVRES;23174;2007
95024;ARTHIES;284;2007
95304;HEDOUVILLE;276;2007
95365;MAREIL-EN-FRANCE;609;2007
95428;MONTMORENCY;21381;2007
95628;VALMONDOIS;1236;2007
75114;Paris 14e  Arrondissement;141230;2014
77036;Boisdon;133;2014
77102;Châtenoy;170;2014
77126;Congis-sur-Thérouanne;1789;2014
77147;La Croix-en-Brie;672;2014
77157;Dhuisy;295;2014
77196;Fresnes-sur-Marne;758;2014
77200;Garentreville;109;2014
77203;Germigny-l'Évêque;1331;2014
77262;Louan-Villegruis-Fontaine;504;2014
77344;Oissery;2126;2014
77386;Recloses;710;2014
77420;Saint-Mard;3834;2014
77435;Saint-Sauveur-sur-École;1116;2014
77508;Villeneuve-le-Comte;1845;2014
78057;Bennecourt;1810;2014
78072;Boinvilliers;282;2014
78084;Boissy-sans-Avoir;606;2014
78264;Gambaiseuil;66;2014
78299;Hardricourt;2059;2014
78320;Jeufosse;420;2014
78404;Millemont;245;2014
78475;Osmoy;357;2014
78481;Le Pecq;16328;2014
78536;Sailly;382;2014
78569;Sainte-Mesme;915;2014
78621;Trappes;31854;2014
78640;Vélizy-Villacoublay;20654;2014
91174;Corbeil-Essonnes;49373;2014
91195;Dannemois;839;2014
91363;Marcoussis;8127;2014
91432;Morangis;12583;2014
91469;Ormoy-la-Rivière;934;2014
91556;Saint-Hilaire;396;2014
93053;Noisy-le-Sec;42607;2014
94004;Boissy-Saint-Léger;16098;2014
94019;Chennevières-sur-Marne;18078;2014
95008;Aincourt;925;2014
95054;Le Bellay-en-Vexin;246;2014
95058;Bernes-sur-Oise;2655;2014
95170;Condécourt;586;2014
95213;Épiais-Rhus;636;2014
95277;Gonesse;26020;2014
95303;Le Heaulme;205;2014
95633;Vaudherland;78;2014
95637;Vauréal;15853;2014
91184;COURDIMANCHE-SUR-ESSONNE;182;1982
91377;MASSY;40135;1982
91425;MONTLHERY;4359;1982
93032;GAGNY;34861;1982
93066;SAINT-DENIS;90829;1982
94074;VALENTON;10621;1982
94075;VILLECRESNES;6472;1982
94077;VILLENEUVE-LE-ROI;20512;1982
94078;VILLENEUVE-SAINT-GEORGES;28119;1982
95011;AMBLEVILLE;339;1982
95091;BOUFFEMONT;4841;1982
95134;CHAMPAGNE-SUR-OISE;3110;1982
95445;NERVILLE-LA-FORET;478;1982
95489;PISCOP;466;1982
95554;SAINT-GERVAIS;675;1982
95572;SAINT-OUEN-L'AUMONE;17098;1982
95604;SURVILLIERS;3701;1982
95656;VIENNE-EN-ARTHIES;243;1982
95690;WY-DIT-JOLI-VILLAGE;233;1982
75103;PARIS- 3E__ARRONDISSEMENT;36094;1982
75108;PARIS- 8E__ARRONDISSEMENT;46403;1982
75116;PARIS-16E__ARRONDISSEMENT;179446;1982
77052;BREAU;182;1982
77102;CHATENOY;122;1982
77127;COUBERT;1067;1982
77129;COULOMBS-EN-VALOIS;396;1982
77136;COURQUETAINE;169;1982
77215;GRETZ-ARMAINVILLIERS;7330;1982
77222;GUIGNES;1978;1982
77271;MAISONCELLES-EN-GATINAIS;90;1982
77282;MAUREGARD;208;1982
77296;MOISSY-CRAMAYEL;5195;1982
77297;MONDREVILLE;280;1982
77315;MONTRY;2625;1982
77333;NEMOURS;11665;1982
77354;PAMFOU;443;1982
77383;RAMPILLON;561;1982
77389;LA ROCHETTE;2992;1982
77421;SAINT-MARS-VIEUX-MAISONS;164;1982
77457;SOLERS;692;1982
77472;LA TRETOIRE;353;1982
77491;VENEUX-LES-SABLONS;4051;1982
77500;VILLEBEON;303;1982
78299;HARDRICOURT;1568;1982
78366;MAREIL-LE-GUYON;281;1982
78372;MARLY-LE-ROI;17257;1982
78443;NEAUPHLE-LE-VIEUX;549;1982
78537;SAINT-ARNOULT-EN-YVELINES;4442;1982
78550;SAINT-GERMAIN-DE-LA-GRANGE;1187;1982
78562;SAINT-LEGER-EN-YVELINES;969;1982
78608;LE TERTRE-SAINT-DENIS;51;1982
78616;THOIRY;695;1982
78224;L' Étang-la-Ville;4729;2011
78291;Guerville;2109;2011
78327;Juziers;3781;2011
78437;Mousseaux-sur-Seine;617;2011
78472;Orsonville;331;2011
78518;Rennemoulin;112;2011
78545;Saint-Cyr-l'École;17655;2011
78567;Saint-Martin-la-Garenne;931;2011
78668;La Villeneuve-en-Chevrie;572;2011
91047;Baulne;1302;2011
91097;Boussy-Saint-Antoine;6241;2011
91228;Évry;52184;2011
91461;Ollainville;4560;2011
91519;Richarville;406;2011
91617;Tigery;2918;2011
91661;Villebon-sur-Yvette;9742;2011
91671;Villeneuve-sur-Auvers;598;2011
92044;Levallois-Perret;64629;2011
92064;Saint-Cloud;29194;2011
93030;Dugny;10783;2011
93064;Rosny-sous-Bois;41254;2011
93073;Tremblay-en-France;34452;2011
94054;Orly;21312;2011
95154;Chennevières-lès-Louvres;336;2011
95211;Ennery;2268;2011
95447;Neuilly-en-Vexin;199;2011
95462;Omerville;306;2011
95529;Ronquerolles;860;2011
95585;Sarcelles;58398;2011
95604;Survilliers;3943;2011
95641;Vémars;2201;2011
75114;Paris 14ème arrondissement;140799;2013
77059;Bussy-Saint-Martin;719;2013
77084;Changis-sur-Marne;1107;2013
77124;Conches-sur-Gondoire;1724;2013
77134;Courchamp;153;2013
77191;Fontenailles;1076;2013
77209;Gouvernes;1118;2013
77272;Maison-Rouge;892;2013
77275;Les Marêts;153;2013
77304;Montenils;30;2013
77338;Noisy-Rudignon;613;2013
77344;Oissery;2125;2013
77433;Saints;1361;2013
77444;Sancy-lès-Provins;343;2013
77469;Touquin;1165;2013
78013;Andelu;474;2013
78034;Auteuil;893;2013
78043;Bailly;3886;2013
78120;Bullion;1942;2013
78265;Garancières;2377;2013
78346;Longnes;1456;2013
78464;Orcemont;865;2013
78620;Toussus-le-Noble;1151;2013
78650;Le Vésinet;15847;2013
78668;La Villeneuve-en-Chevrie;584;2013
91037;Auvernaux;347;2013
91038;Auvers-Saint-Georges;1304;2013
91064;Bièvres;4483;2013
91414;Monnerville;399;2013
91458;Nozay;4778;2013
91514;Quincy-sous-Sénart;8444;2013
91521;Ris-Orangis;27312;2013
91617;Tigery;3244;2013
93066;Saint-Denis;109343;2013
93072;Stains;36365;2013
94002;Alfortville;44818;2013
94046;Maisons-Alfort;54470;2013
95063;Bezons;27855;2013
95120;Butry-sur-Oise;2241;2013
95253;Frémainville;480;2013
95298;Haravilliers;552;2013
95313;L' Isle-Adam;11976;2013
95492;Le Plessis-Gassot;68;2013
95500;Pontoise;29826;2013
95598;Soisy-sous-Montmorency;17637;2013
95676;Villers-en-Arthies;492;2013
75119;Paris 19ème arrondissement;186116;2012
77035;Blennes;570;2012
77049;Boutigny;877;2012
77056;Burcy;157;2012
77069;Chailly-en-Bière;1951;2012
77080;Champcenest;164;2012
77082;Champeaux;807;2012
77112;Chevrainvilliers;222;2012
77118;Claye-Souilly;11299;2012
77162;Doue;1004;2012
77221;Guermantes;1191;2012
77267;La Madeleine-sur-Loing;338;2012
77332;Nantouillet;273;2012
77347;Les Ormes-sur-Voulzie;846;2012
77349;Othis;6459;2012
77360;Pézarches;404;2012
77370;Poligny;825;2012
77385;Rebais;2174;2012
77405;Saint-Cyr-sur-Morin;1914;2012
77406;Saint-Denis-lès-Rebais;941;2012
77410;Saint-Germain-Laxis;571;2012
77474;Trilbardou;666;2012
77480;Valence-en-Brie;896;2012
77515;Villeroy;706;2012
77520;Villiers-sous-Grez;750;2012
78089;Bonnières-sur-Seine;4552;2012
78217;Épône;6467;2012
78238;Flins-sur-Seine;2353;2012
78299;Hardricourt;2070;2012
78389;Méré;1699;2012
78402;Mézières-sur-Seine;3587;2012
78406;Milon-la-Chapelle;279;2012
78407;Mittainville;592;2012
78420;Montfort-l'Amaury;3073;2012
78588;Saulx-Marchais;908;2012
78655;Vieille-Église-en-Yvelines;777;2012
78683;Villiers-Saint-Frédéric;2730;2012
91135;Champcueil;2828;2012
91184;Courdimanche-sur-Essonne;267;2012
91240;Fontaine-la-Rivière;223;2012
91339;Linas;6647;2012
91689;Wissous;6624;2012
93049;Neuilly-Plaisance;20755;2012
93078;Villepinte;35820;2012
94001;Ablon-sur-Seine;5327;2012
94004;Boissy-Saint-Léger;16483;2012
94074;Valenton;12231;2012
94076;Villejuif;56504;2012
94077;Villeneuve-le-Roi;19782;2012
95144;Châtenay-en-France;73;2012
95157;Chérence;158;2012
95170;Condécourt;568;2012
77036;BOISDON;77;1999
77076;CHALMAISON;653;1999
77094;CHARMENTRAY;234;1999
77097;CHARTRONGES;270;1999
77137;COURTACON;179;1999
77184;FLAGY;534;1999
77185;FLEURY-EN-BIERE;546;1999
77210;LA GRANDE-PAROISSE;2491;1999
77235;JAIGNES;310;1999
77248;LESCHES;534;1999
77265;LUZANCY;809;1999
77297;MONDREVILLE;354;1999
77379;PROVINS;11667;1999
77391;ROUILLY;428;1999
77407;SAINT-FARGEAU-PONTHIERRY;11224;1999
77432;SAINT-REMY-LA-VANNE;807;1999
77475;TRILPORT;4602;1999
77518;VILLIERS-EN-BIERE;196;1999
78006;ADAINVILLE;824;1999
78206;ECQUEVILLY;4208;1999
78384;MEDAN;1393;1999
78385;MENERVILLE;191;1999
78417;MONTCHAUVET;254;1999
78474;ORVILLIERS;484;1999
78536;SAILLY;349;1999
78609;TESSANCOURT-SUR-AUBETTE;920;1999
78644;LA VERRIERE;6053;1999
77015;BABY;80;1990
77076;CHALMAISON;616;1990
77087;LA CHAPELLE-IGER;134;1990
77100;LE CHATELET-EN-BRIE;3980;1990
77103;CHATILLON-LA-BORDE;201;1990
77106;CHAUFFRY;762;1990
77108;CHELLES;45365;1990
77130;COULOMMES;361;1990
77149;CUCHARMOY;196;1990
77171;ESBLY;4488;1990
77177;FAVIERES;847;1990
77202;LA GENEVRAYE;528;1990
77208;GOUAIX;1085;1990
77303;MONTDAUPHIN;157;1990
77313;MONTMACHOUX;167;1990
77341;NOYEN-SUR-SEINE;271;1990
77361;PIERRE-LEVEE;322;1990
77420;SAINT-MARD;2959;1990
77431;SAINT-PIERRE-LES-NEMOURS;5374;1990
77446;SAVINS;495;1990
77467;LA TOMBE;194;1990
78189;CRESPIERES;1506;1990
78281;GOUSSONVILLE;466;1990
78289;GROSROUVRE;704;1990
78472;ORSONVILLE;255;1990
78601;SONCHAMP;1443;1990
78643;VERNOUILLET;8676;1990
91038;AUVERS-SAINT-GEORGES;992;1990
91100;BOUVILLE;533;1990
91145;CHATIGNONVILLE;86;1990
91286;GRIGNY;24920;1990
91578;SAINT-SULPICE-DE-FAVIERES;279;1990
92062;PUTEAUX;42756;1990
93015;COUBRON;4784;1990
93048;MONTREUIL;94754;1990
93053;NOISY-LE-SEC;36309;1990
93077;VILLEMOMBLE;26863;1990
94002;ALFORTVILLE;36119;1990
94078;VILLENEUVE-SAINT-GEORGES;26952;1990
95011;AMBLEVILLE;319;1990
95139;LA CHAPELLE-EN-VEXIN;344;1990
95554;SAINT-GERVAIS;703;1990
75118;Paris 18ème arrondissement;202685;2010
77071;Chaintreaux;902;2010
77112;Chevrainvilliers;224;2010
77163;Douy-la-Ramée;290;2010
77299;Montarlot;216;2010
77354;Pamfou;930;2010
77377;Presles-en-Brie;2249;2010
77381;Quiers;678;2010
77433;Saints;1281;2010
77461;Thénisy;277;2010
77530;Voulton;304;2010
78013;Andelu;493;2010
78048;Bazainville;1425;2010
78125;La Celle-les-Bordes;934;2010
78231;Favrieux;148;2010
78296;Guitrancourt;645;2010
78300;Hargeville;397;2010
78503;Port-Villez;246;2010
78640;Vélizy-Villacoublay;20089;2010
78643;Vernouillet;9399;2010
91080;Boissy-le-Cutté;1324;2010
91106;Breux-Jouy;1216;2010
91207;Égly;5323;2010
91376;Marolles-en-Hurepoix;4812;2010
91377;Massy;42258;2010
91538;Saint-Aubin;690;2010
94042;Joinville-le-Pont;17802;2010
94043;Le Kremlin-Bicêtre;26046;2010
94080;Vincennes;48471;2010
95052;Beaumont-sur-Oise;8954;2010
95151;Chauvry;301;2010
95295;Guiry-en-Vexin;154;2010
95304;Hédouville;250;2010
95459;Nucourt;735;2010
95604;Survilliers;3833;2010
95627;Vallangoujard;634;2010
95628;Valmondois;1204;2010
77024;Bassevelle;349;2011
77085;Chanteloup-en-Brie;2403;2011
77125;Condé-Sainte-Libiaire;1416;2011
77131;Coulommiers;14622;2011
77133;Courcelles-en-Bassée;234;2011
77158;Diant;196;2011
77167;Égligny;311;2011
77171;Esbly;5882;2011
77194;Forges;413;2011
77235;Jaignes;291;2011
77249;Lésigny;7429;2011
77298;Mons-en-Montois;482;2011
77306;Montereau-sur-le-Jard;556;2011
77332;Nantouillet;267;2011
77343;Ocquerre;426;2011
77365;Le Plessis-Feu-Aussoux;545;2011
77374;Pontcarré;2014;2011
77393;Rozay-en-Brie;2770;2011
77418;Saint-Loup-de-Naud;887;2011
77423;Saint-Martin-des-Champs;723;2011
78031;Auffreville-Brasseuil;595;2011
78048;Bazainville;1442;2011
78185;Courgent;387;2011
91103;Brétigny-sur-Orge;22691;2009
91547;Saint-Escobille;462;2009
91570;Saint-Michel-sur-Orge;20075;2009
91630;Le Val-Saint-Germain;1471;2009
